date,flour_type,recipe_id,allocation_pct
2020-01-26,Superior,R2,0.4
2020-01-26,Bakery,R2,0.5
2020-01-26,Bakery,R4,0.5
2020-01-26,Patent,R2,0.7
2020-01-26,Patent,R5,0.3
2020-01-26,Brown,R3,1.0
2020-01-26,Superior Brown,R3,1.0
2020-01-27,Superior,R1,0.6
2020-01-27,Superior,R2,0.4
2020-01-27,Bakery,R2,0.5
2020-01-27,Bakery,R4,0.5
2020-01-27,Patent,R2,0.7
2020-01-27,Patent,R5,0.3
2020-01-27,Brown,R3,1.0
2020-01-27,Superior Brown,R3,1.0
2020-01-28,Superior,R1,0.6
2020-01-28,Superior,R2,0.4
2020-01-28,Bakery,R2,0.5
2020-01-28,Bakery,R4,0.5
2020-01-28,Patent,R2,0.7
2020-01-28,Patent,R5,0.3
2020-01-28,Brown,R3,1.0
2020-01-28,Superior Brown,R3,1.0
2020-01-29,Superior,R1,0.6
2020-01-29,Superior,R2,0.4
2020-01-29,Bakery,R2,0.5
2020-01-29,Bakery,R4,0.5
2020-01-29,Patent,R2,0.7
2020-01-29,Patent,R5,0.3
2020-01-29,Brown,R3,1.0
2020-01-29,Superior Brown,R3,1.0
2020-01-30,Superior,R1,0.6
2020-01-30,Superior,R2,0.4
2020-01-30,Bakery,R2,0.5
2020-01-30,Bakery,R4,0.5
2020-01-30,Patent,R2,0.7
2020-01-30,Patent,R5,0.3
2020-01-30,Brown,R3,1.0
2020-01-30,Superior Brown,R3,1.0
2020-01-31,Superior,R1,0.6
2020-01-31,Superior,R2,0.4
2020-01-31,Bakery,R2,0.5
2020-01-31,Bakery,R4,0.5
2020-01-31,Patent,R2,0.7
2020-01-31,Patent,R5,0.3
2020-01-31,Brown,R3,1.0
2020-01-31,Superior Brown,R3,1.0
2020-02-01,Superior,R1,0.6
2020-02-01,Superior,R2,0.4
2020-02-01,Bakery,R2,0.5
2020-02-01,Bakery,R4,0.5
2020-02-01,Patent,R2,0.7
2020-02-01,Patent,R5,0.3
2020-02-01,Brown,R3,1.0
2020-02-01,Superior Brown,R3,1.0
2020-02-02,Superior,R1,0.6
2020-02-02,Superior,R2,0.4
2020-02-02,Bakery,R2,0.5
2020-02-02,Bakery,R4,0.5
2020-02-02,Patent,R2,0.7
2020-02-02,Patent,R5,0.3
2020-02-02,Brown,R3,1.0
2020-02-02,Superior Brown,R3,1.0
2020-02-03,Superior,R1,0.6
2020-02-03,Superior,R2,0.4
2020-02-03,Bakery,R2,0.5
2020-02-03,Bakery,R4,0.5
2020-02-03,Patent,R2,0.7
2020-02-03,Patent,R5,0.3
2020-02-03,Brown,R3,1.0
2020-02-03,Superior Brown,R3,1.0
2020-02-04,Superior,R1,0.6
2020-02-04,Superior,R2,0.4
2020-02-04,Bakery,R2,0.5
2020-02-04,Bakery,R4,0.5
2020-02-04,Patent,R2,0.7
2020-02-04,Patent,R5,0.3
2020-02-04,Brown,R3,1.0
2020-02-04,Superior Brown,R3,1.0
2020-02-05,Superior,R1,0.6
2020-02-05,Superior,R2,0.4
2020-02-05,Bakery,R2,0.5
2020-02-05,Bakery,R4,0.5
2020-02-05,Patent,R2,0.7
2020-02-05,Patent,R5,0.3
2020-02-05,Brown,R3,1.0
2020-02-05,Superior Brown,R3,1.0
2020-02-06,Superior,R1,0.6
2020-02-06,Superior,R2,0.4
2020-02-06,Bakery,R2,0.5
2020-02-06,Bakery,R4,0.5
2020-02-06,Patent,R2,0.7
2020-02-06,Patent,R5,0.3
2020-02-06,Brown,R3,1.0
2020-02-06,Superior Brown,R3,1.0
2020-02-07,Superior,R1,0.6
2020-02-07,Superior,R2,0.4
2020-02-07,Bakery,R2,0.5
2020-02-07,Bakery,R4,0.5
2020-02-07,Patent,R2,0.7
2020-02-07,Patent,R5,0.3
2020-02-07,Brown,R3,1.0
2020-02-07,Superior Brown,R3,1.0
2020-02-08,Superior,R1,0.6
2020-02-08,Superior,R2,0.4
2020-02-08,Bakery,R2,0.5
2020-02-08,Bakery,R4,0.5
2020-02-08,Patent,R2,0.7
2020-02-08,Patent,R5,0.3
2020-02-08,Brown,R3,1.0
2020-02-08,Superior Brown,R3,1.0
2020-02-09,Superior,R1,0.6
2020-02-09,Superior,R2,0.4
2020-02-09,Bakery,R2,0.5
2020-02-09,Bakery,R4,0.5
2020-02-09,Patent,R2,0.7
2020-02-09,Patent,R5,0.3
2020-02-09,Brown,R3,1.0
2020-02-09,Superior Brown,R3,1.0
2020-02-10,Superior,R1,0.6
2020-02-10,Superior,R2,0.4
2020-02-10,Bakery,R2,0.5
2020-02-10,Bakery,R4,0.5
2020-02-10,Patent,R2,0.7
2020-02-10,Patent,R5,0.3
2020-02-10,Brown,R3,1.0
2020-02-10,Superior Brown,R3,1.0
2020-02-11,Superior,R1,0.6
2020-02-11,Superior,R2,0.4
2020-02-11,Bakery,R2,0.5
2020-02-11,Bakery,R4,0.5
2020-02-11,Patent,R2,0.7
2020-02-11,Patent,R5,0.3
2020-02-11,Brown,R3,1.0
2020-02-11,Superior Brown,R3,1.0
2020-02-12,Superior,R1,0.6
2020-02-12,Superior,R2,0.4
2020-02-12,Bakery,R2,0.5
2020-02-12,Bakery,R4,0.5
2020-02-12,Patent,R2,0.7
2020-02-12,Patent,R5,0.3
2020-02-12,Brown,R3,1.0
2020-02-12,Superior Brown,R3,1.0
2020-02-13,Superior,R1,0.6
2020-02-13,Superior,R2,0.4
2020-02-13,Bakery,R2,0.5
2020-02-13,Bakery,R4,0.5
2020-02-13,Patent,R2,0.7
2020-02-13,Patent,R5,0.3
2020-02-13,Brown,R3,1.0
2020-02-13,Superior Brown,R3,1.0
2020-02-14,Superior,R1,0.6
2020-02-14,Superior,R2,0.4
2020-02-14,Bakery,R2,0.5
2020-02-14,Bakery,R4,0.5
2020-02-14,Patent,R2,0.7
2020-02-14,Patent,R5,0.3
2020-02-14,Brown,R3,1.0
2020-02-14,Superior Brown,R3,1.0
2020-02-15,Superior,R1,0.6
2020-02-15,Superior,R2,0.4
2020-02-15,Bakery,R2,0.5
2020-02-15,Bakery,R4,0.5
2020-02-15,Patent,R2,0.7
2020-02-15,Patent,R5,0.3
2020-02-15,Brown,R3,1.0
2020-02-15,Superior Brown,R3,1.0
2020-02-16,Superior,R1,0.6
2020-02-16,Superior,R2,0.4
2020-02-16,Bakery,R2,0.5
2020-02-16,Bakery,R4,0.5
2020-02-16,Patent,R2,0.7
2020-02-16,Patent,R5,0.3
2020-02-16,Brown,R3,1.0
2020-02-16,Superior Brown,R3,1.0
2020-02-17,Superior,R1,0.6
2020-02-17,Superior,R2,0.4
2020-02-17,Bakery,R2,0.5
2020-02-17,Bakery,R4,0.5
2020-02-17,Patent,R2,0.7
2020-02-17,Patent,R5,0.3
2020-02-17,Brown,R3,1.0
2020-02-17,Superior Brown,R3,1.0
2020-02-18,Superior,R1,0.6
2020-02-18,Superior,R2,0.4
2020-02-18,Bakery,R2,0.5
2020-02-18,Bakery,R4,0.5
2020-02-18,Patent,R2,0.7
2020-02-18,Patent,R5,0.3
2020-02-18,Brown,R3,1.0
2020-02-18,Superior Brown,R3,1.0
2020-02-19,Superior,R1,0.6
2020-02-19,Superior,R2,0.4
2020-02-19,Bakery,R2,0.5
2020-02-19,Bakery,R4,0.5
2020-02-19,Patent,R2,0.7
2020-02-19,Patent,R5,0.3
2020-02-19,Brown,R3,1.0
2020-02-19,Superior Brown,R3,1.0
2020-02-20,Superior,R1,0.6
2020-02-20,Superior,R2,0.4
2020-02-20,Bakery,R2,0.5
2020-02-20,Bakery,R4,0.5
2020-02-20,Patent,R2,0.7
2020-02-20,Patent,R5,0.3
2020-02-20,Brown,R3,1.0
2020-02-20,Superior Brown,R3,1.0
2020-02-21,Superior,R1,0.6
2020-02-21,Superior,R2,0.4
2020-02-21,Bakery,R2,0.5
2020-02-21,Bakery,R4,0.5
2020-02-21,Patent,R2,0.7
2020-02-21,Patent,R5,0.3
2020-02-21,Brown,R3,1.0
2020-02-21,Superior Brown,R3,1.0
2020-02-22,Superior,R1,0.6
2020-02-22,Superior,R2,0.4
2020-02-22,Bakery,R2,0.5
2020-02-22,Bakery,R4,0.5
2020-02-22,Patent,R2,0.7
2020-02-22,Patent,R5,0.3
2020-02-22,Brown,R3,1.0
2020-02-22,Superior Brown,R3,1.0
2020-02-23,Superior,R1,0.6
2020-02-23,Superior,R2,0.4
2020-02-23,Bakery,R2,0.5
2020-02-23,Bakery,R4,0.5
2020-02-23,Patent,R2,0.7
2020-02-23,Patent,R5,0.3
2020-02-23,Brown,R3,1.0
2020-02-23,Superior Brown,R3,1.0
2020-02-24,Superior,R1,0.6
2020-02-24,Superior,R2,0.4
2020-02-24,Bakery,R2,0.5
2020-02-24,Bakery,R4,0.5
2020-02-24,Patent,R2,0.7
2020-02-24,Patent,R5,0.3
2020-02-24,Brown,R3,1.0
2020-02-24,Superior Brown,R3,1.0
2020-02-25,Superior,R1,0.6
2020-02-25,Superior,R2,0.4
2020-02-25,Bakery,R2,0.5
2020-02-25,Bakery,R4,0.5
2020-02-25,Patent,R2,0.7
2020-02-25,Patent,R5,0.3
2020-02-25,Brown,R3,1.0
2020-02-25,Superior Brown,R3,1.0
2020-02-26,Superior,R1,0.6
2020-02-26,Superior,R2,0.4
2020-02-26,Bakery,R2,0.5
2020-02-26,Bakery,R4,0.5
2020-02-26,Patent,R2,0.7
2020-02-26,Patent,R5,0.3
2020-02-26,Brown,R3,1.0
2020-02-26,Superior Brown,R3,1.0
2020-02-27,Superior,R1,0.6
2020-02-27,Superior,R2,0.4
2020-02-27,Bakery,R2,0.5
2020-02-27,Bakery,R4,0.5
2020-02-27,Patent,R2,0.7
2020-02-27,Patent,R5,0.3
2020-02-27,Brown,R3,1.0
2020-02-27,Superior Brown,R3,1.0
2020-02-28,Superior,R1,0.6
2020-02-28,Superior,R2,0.4
2020-02-28,Bakery,R2,0.5
2020-02-28,Bakery,R4,0.5
2020-02-28,Patent,R2,0.7
2020-02-28,Patent,R5,0.3
2020-02-28,Brown,R3,1.0
2020-02-28,Superior Brown,R3,1.0
2020-02-29,Superior,R1,0.6
2020-02-29,Superior,R2,0.4
2020-02-29,Bakery,R2,0.5
2020-02-29,Bakery,R4,0.5
2020-02-29,Patent,R2,0.7
2020-02-29,Patent,R5,0.3
2020-02-29,Brown,R3,1.0
2020-02-29,Superior Brown,R3,1.0
2020-03-01,Superior,R1,0.6
2020-03-01,Superior,R2,0.4
2020-03-01,Bakery,R2,0.5
2020-03-01,Bakery,R4,0.5
2020-03-01,Patent,R2,0.7
2020-03-01,Patent,R5,0.3
2020-03-01,Brown,R3,1.0
2020-03-01,Superior Brown,R3,1.0
2020-03-02,Superior,R1,0.6
2020-03-02,Superior,R2,0.4
2020-03-02,Bakery,R2,0.5
2020-03-02,Bakery,R4,0.5
2020-03-02,Patent,R2,0.7
2020-03-02,Patent,R5,0.3
2020-03-02,Brown,R3,1.0
2020-03-02,Superior Brown,R3,1.0
2020-03-03,Superior,R1,0.6
2020-03-03,Superior,R2,0.4
2020-03-03,Bakery,R2,0.5
2020-03-03,Bakery,R4,0.5
2020-03-03,Patent,R2,0.7
2020-03-03,Patent,R5,0.3
2020-03-03,Brown,R3,1.0
2020-03-03,Superior Brown,R3,1.0
2020-03-04,Superior,R1,0.6
2020-03-04,Superior,R2,0.4
2020-03-04,Bakery,R2,0.5
2020-03-04,Bakery,R4,0.5
2020-03-04,Patent,R2,0.7
2020-03-04,Patent,R5,0.3
2020-03-04,Brown,R3,1.0
2020-03-04,Superior Brown,R3,1.0
2020-03-05,Superior,R1,0.6
2020-03-05,Superior,R2,0.4
2020-03-05,Bakery,R2,0.5
2020-03-05,Bakery,R4,0.5
2020-03-05,Patent,R2,0.7
2020-03-05,Patent,R5,0.3
2020-03-05,Brown,R3,1.0
2020-03-05,Superior Brown,R3,1.0
2020-03-06,Superior,R1,0.6
2020-03-06,Superior,R2,0.4
2020-03-06,Bakery,R2,0.5
2020-03-06,Bakery,R4,0.5
2020-03-06,Patent,R2,0.7
2020-03-06,Patent,R5,0.3
2020-03-06,Brown,R3,1.0
2020-03-06,Superior Brown,R3,1.0
2020-03-07,Superior,R1,0.6
2020-03-07,Superior,R2,0.4
2020-03-07,Bakery,R2,0.5
2020-03-07,Bakery,R4,0.5
2020-03-07,Patent,R2,0.7
2020-03-07,Patent,R5,0.3
2020-03-07,Brown,R3,1.0
2020-03-07,Superior Brown,R3,1.0
2020-03-08,Superior,R1,0.6
2020-03-08,Superior,R2,0.4
2020-03-08,Bakery,R2,0.5
2020-03-08,Bakery,R4,0.5
2020-03-08,Patent,R2,0.7
2020-03-08,Patent,R5,0.3
2020-03-08,Brown,R3,1.0
2020-03-08,Superior Brown,R3,1.0
2020-03-09,Superior,R1,0.6
2020-03-09,Superior,R2,0.4
2020-03-09,Bakery,R2,0.5
2020-03-09,Bakery,R4,0.5
2020-03-09,Patent,R2,0.7
2020-03-09,Patent,R5,0.3
2020-03-09,Brown,R3,1.0
2020-03-09,Superior Brown,R3,1.0
2020-03-10,Superior,R1,0.6
2020-03-10,Superior,R2,0.4
2020-03-10,Bakery,R2,0.5
2020-03-10,Bakery,R4,0.5
2020-03-10,Patent,R2,0.7
2020-03-10,Patent,R5,0.3
2020-03-10,Brown,R3,1.0
2020-03-10,Superior Brown,R3,1.0
2020-03-11,Superior,R1,0.6
2020-03-11,Superior,R2,0.4
2020-03-11,Bakery,R2,0.5
2020-03-11,Bakery,R4,0.5
2020-03-11,Patent,R2,0.7
2020-03-11,Patent,R5,0.3
2020-03-11,Brown,R3,1.0
2020-03-11,Superior Brown,R3,1.0
2020-03-12,Superior,R1,0.6
2020-03-12,Superior,R2,0.4
2020-03-12,Bakery,R2,0.5
2020-03-12,Bakery,R4,0.5
2020-03-12,Patent,R2,0.7
2020-03-12,Patent,R5,0.3
2020-03-12,Brown,R3,1.0
2020-03-12,Superior Brown,R3,1.0
2020-03-13,Superior,R1,0.6
2020-03-13,Superior,R2,0.4
2020-03-13,Bakery,R2,0.5
2020-03-13,Bakery,R4,0.5
2020-03-13,Patent,R2,0.7
2020-03-13,Patent,R5,0.3
2020-03-13,Brown,R3,1.0
2020-03-13,Superior Brown,R3,1.0
2020-03-14,Superior,R1,0.6
2020-03-14,Superior,R2,0.4
2020-03-14,Bakery,R2,0.5
2020-03-14,Bakery,R4,0.5
2020-03-14,Patent,R2,0.7
2020-03-14,Patent,R5,0.3
2020-03-14,Brown,R3,1.0
2020-03-14,Superior Brown,R3,1.0
2020-03-15,Superior,R1,0.6
2020-03-15,Superior,R2,0.4
2020-03-15,Bakery,R2,0.5
2020-03-15,Bakery,R4,0.5
2020-03-15,Patent,R2,0.7
2020-03-15,Patent,R5,0.3
2020-03-15,Brown,R3,1.0
2020-03-15,Superior Brown,R3,1.0
2020-03-16,Superior,R1,0.6
2020-03-16,Superior,R2,0.4
2020-03-16,Bakery,R2,0.5
2020-03-16,Bakery,R4,0.5
2020-03-16,Patent,R2,0.7
2020-03-16,Patent,R5,0.3
2020-03-16,Brown,R3,1.0
2020-03-16,Superior Brown,R3,1.0
2020-03-17,Superior,R1,0.6
2020-03-17,Superior,R2,0.4
2020-03-17,Bakery,R2,0.5
2020-03-17,Bakery,R4,0.5
2020-03-17,Patent,R2,0.7
2020-03-17,Patent,R5,0.3
2020-03-17,Brown,R3,1.0
2020-03-17,Superior Brown,R3,1.0
2020-03-18,Superior,R1,0.6
2020-03-18,Superior,R2,0.4
2020-03-18,Bakery,R2,0.5
2020-03-18,Bakery,R4,0.5
2020-03-18,Patent,R2,0.7
2020-03-18,Patent,R5,0.3
2020-03-18,Brown,R3,1.0
2020-03-18,Superior Brown,R3,1.0
2020-03-19,Superior,R1,0.6
2020-03-19,Superior,R2,0.4
2020-03-19,Bakery,R2,0.5
2020-03-19,Bakery,R4,0.5
2020-03-19,Patent,R2,0.7
2020-03-19,Patent,R5,0.3
2020-03-19,Brown,R3,1.0
2020-03-19,Superior Brown,R3,1.0
2020-03-20,Superior,R1,0.6
2020-03-20,Superior,R2,0.4
2020-03-20,Bakery,R2,0.5
2020-03-20,Bakery,R4,0.5
2020-03-20,Patent,R2,0.7
2020-03-20,Patent,R5,0.3
2020-03-20,Brown,R3,1.0
2020-03-20,Superior Brown,R3,1.0
2020-03-21,Superior,R1,0.6
2020-03-21,Superior,R2,0.4
2020-03-21,Bakery,R2,0.5
2020-03-21,Bakery,R4,0.5
2020-03-21,Patent,R2,0.7
2020-03-21,Patent,R5,0.3
2020-03-21,Brown,R3,1.0
2020-03-21,Superior Brown,R3,1.0
2020-03-22,Superior,R1,0.6
2020-03-22,Superior,R2,0.4
2020-03-22,Bakery,R2,0.5
2020-03-22,Bakery,R4,0.5
2020-03-22,Patent,R2,0.7
2020-03-22,Patent,R5,0.3
2020-03-22,Brown,R3,1.0
2020-03-22,Superior Brown,R3,1.0
2020-03-23,Superior,R1,0.6
2020-03-23,Superior,R2,0.4
2020-03-23,Bakery,R2,0.5
2020-03-23,Bakery,R4,0.5
2020-03-23,Patent,R2,0.7
2020-03-23,Patent,R5,0.3
2020-03-23,Brown,R3,1.0
2020-03-23,Superior Brown,R3,1.0
2020-03-24,Superior,R1,0.6
2020-03-24,Superior,R2,0.4
2020-03-24,Bakery,R2,0.5
2020-03-24,Bakery,R4,0.5
2020-03-24,Patent,R2,0.7
2020-03-24,Patent,R5,0.3
2020-03-24,Brown,R3,1.0
2020-03-24,Superior Brown,R3,1.0
2020-03-25,Superior,R1,0.6
2020-03-25,Superior,R2,0.4
2020-03-25,Bakery,R2,0.5
2020-03-25,Bakery,R4,0.5
2020-03-25,Patent,R2,0.7
2020-03-25,Patent,R5,0.3
2020-03-25,Brown,R3,1.0
2020-03-25,Superior Brown,R3,1.0
2020-03-26,Superior,R1,0.6
2020-03-26,Superior,R2,0.4
2020-03-26,Bakery,R2,0.5
2020-03-26,Bakery,R4,0.5
2020-03-26,Patent,R2,0.7
2020-03-26,Patent,R5,0.3
2020-03-26,Brown,R3,1.0
2020-03-26,Superior Brown,R3,1.0
2020-03-27,Superior,R1,0.6
2020-03-27,Superior,R2,0.4
2020-03-27,Bakery,R2,0.5
2020-03-27,Bakery,R4,0.5
2020-03-27,Patent,R2,0.7
2020-03-27,Patent,R5,0.3
2020-03-27,Brown,R3,1.0
2020-03-27,Superior Brown,R3,1.0
2020-03-28,Superior,R1,0.6
2020-03-28,Superior,R2,0.4
2020-03-28,Bakery,R2,0.5
2020-03-28,Bakery,R4,0.5
2020-03-28,Patent,R2,0.7
2020-03-28,Patent,R5,0.3
2020-03-28,Brown,R3,1.0
2020-03-28,Superior Brown,R3,1.0
2020-03-29,Superior,R1,0.6
2020-03-29,Superior,R2,0.4
2020-03-29,Bakery,R2,0.5
2020-03-29,Bakery,R4,0.5
2020-03-29,Patent,R2,0.7
2020-03-29,Patent,R5,0.3
2020-03-29,Brown,R3,1.0
2020-03-29,Superior Brown,R3,1.0
2020-03-30,Superior,R1,0.6
2020-03-30,Superior,R2,0.4
2020-03-30,Bakery,R2,0.5
2020-03-30,Bakery,R4,0.5
2020-03-30,Patent,R2,0.7
2020-03-30,Patent,R5,0.3
2020-03-30,Brown,R3,1.0
2020-03-30,Superior Brown,R3,1.0
2020-03-31,Superior,R1,0.6
2020-03-31,Superior,R2,0.4
2020-03-31,Bakery,R2,0.5
2020-03-31,Bakery,R4,0.5
2020-03-31,Patent,R2,0.7
2020-03-31,Patent,R5,0.3
2020-03-31,Brown,R3,1.0
2020-03-31,Superior Brown,R3,1.0
2020-04-01,Superior,R1,0.6
2020-04-01,Superior,R2,0.4
2020-04-01,Bakery,R2,0.5
2020-04-01,Bakery,R4,0.5
2020-04-01,Patent,R2,0.7
2020-04-01,Patent,R5,0.3
2020-04-01,Brown,R3,1.0
2020-04-01,Superior Brown,R3,1.0
2020-04-02,Superior,R1,0.6
2020-04-02,Superior,R2,0.4
2020-04-02,Bakery,R2,0.5
2020-04-02,Bakery,R4,0.5
2020-04-02,Patent,R2,0.7
2020-04-02,Patent,R5,0.3
2020-04-02,Brown,R3,1.0
2020-04-02,Superior Brown,R3,1.0
2020-04-03,Superior,R1,0.6
2020-04-03,Superior,R2,0.4
2020-04-03,Bakery,R2,0.5
2020-04-03,Bakery,R4,0.5
2020-04-03,Patent,R2,0.7
