date,mill_id,required_hours,available_hours,overload_hours,utilization_pct
2020-01-29,M3,8.57,8,0.5700000000000003,107.12
2020-01-30,M1,8.38,8,0.3800000000000008,104.75
2020-01-30,M2,8.38,8,0.3800000000000008,104.75
2020-01-30,M3,8.38,8,0.3800000000000008,104.75
2020-01-31,M1,0.0,0,0.0,
2020-01-31,M2,0.0,0,0.0,
2020-01-31,M3,0.0,0,0.0,
2020-02-01,M1,0.0,0,0.0,
2020-02-01,M2,0.0,0,0.0,
2020-02-01,M3,0.0,0,0.0,
2020-02-02,M1,8.8,8,0.8000000000000007,110.0
2020-02-02,M2,8.8,8,0.8000000000000007,110.0
2020-02-02,M3,8.8,8,0.8000000000000007,110.0
2020-02-03,M1,8.8,8,0.8000000000000007,110.0
2020-02-03,M2,8.8,8,0.8000000000000007,110.0
2020-02-03,M3,8.8,8,0.8000000000000007,110.0
2020-02-04,M1,8.8,8,0.8000000000000007,110.0
2020-02-04,M2,8.8,8,0.8000000000000007,110.0
2020-02-04,M3,8.8,8,0.8000000000000007,110.0
2020-02-05,M1,8.76,8,0.7599999999999998,109.5
2020-02-05,M2,8.76,8,0.7599999999999998,109.5
2020-02-05,M3,8.76,8,0.7599999999999998,109.5
2020-02-06,M1,8.74,8,0.7400000000000002,109.25
2020-02-06,M2,8.74,8,0.7400000000000002,109.25
2020-02-06,M3,8.74,8,0.7400000000000002,109.25
2020-02-07,M1,0.0,0,0.0,
2020-02-07,M2,0.0,0,0.0,
2020-02-07,M3,0.0,0,0.0,
2020-02-08,M1,0.0,0,0.0,
2020-02-08,M2,0.0,0,0.0,
2020-02-08,M3,0.0,0,0.0,
2020-02-09,M1,8.8,8,0.8000000000000007,110.0
2020-02-09,M2,8.8,8,0.8000000000000007,110.0
2020-02-09,M3,8.8,8,0.8000000000000007,110.0
2020-02-10,M1,8.72,8,0.7200000000000006,109.0
2020-02-10,M2,8.72,8,0.7200000000000006,109.0
2020-02-10,M3,8.72,8,0.7200000000000006,109.0
2020-02-11,M1,8.8,8,0.8000000000000007,110.0
2020-02-11,M2,8.8,8,0.8000000000000007,110.0
2020-02-11,M3,8.8,8,0.8000000000000007,110.0
2020-02-12,M1,8.8,8,0.8000000000000007,110.0
2020-02-12,M2,8.8,8,0.8000000000000007,110.0
2020-02-12,M3,8.8,8,0.8000000000000007,110.0
2020-02-13,M1,8.63,8,0.6300000000000008,107.88
2020-02-13,M2,8.63,8,0.6300000000000008,107.88
2020-02-13,M3,8.63,8,0.6300000000000008,107.88
2020-02-14,M1,0.0,0,0.0,
2020-02-14,M2,0.0,0,0.0,
2020-02-14,M3,0.0,0,0.0,
2020-02-15,M1,0.0,0,0.0,
2020-02-15,M2,0.0,0,0.0,
2020-02-15,M3,0.0,0,0.0,
2020-02-16,M1,8.8,8,0.8000000000000007,110.0
2020-02-16,M2,8.8,8,0.8000000000000007,110.0
2020-02-16,M3,8.8,8,0.8000000000000007,110.0
2020-02-17,M1,8.8,8,0.8000000000000007,110.0
2020-02-17,M2,8.8,8,0.8000000000000007,110.0
2020-02-17,M3,8.8,8,0.8000000000000007,110.0
2020-02-18,M1,8.8,8,0.8000000000000007,110.0
2020-02-18,M2,8.8,8,0.8000000000000007,110.0
2020-02-18,M3,8.8,8,0.8000000000000007,110.0
2020-02-19,M1,8.8,8,0.8000000000000007,110.0
2020-02-19,M2,8.8,8,0.8000000000000007,110.0
2020-02-19,M3,8.8,8,0.8000000000000007,110.0
2020-02-20,M1,8.8,8,0.8000000000000007,110.0
2020-02-20,M2,8.8,8,0.8000000000000007,110.0
2020-02-20,M3,8.8,8,0.8000000000000007,110.0
2020-02-21,M1,0.0,0,0.0,
2020-02-21,M2,0.0,0,0.0,
2020-02-21,M3,0.0,0,0.0,
2020-02-22,M1,0.0,0,0.0,
2020-02-22,M2,0.0,0,0.0,
2020-02-22,M3,0.0,0,0.0,
2020-02-23,M1,8.8,8,0.8000000000000007,110.0
2020-02-23,M2,0.0,0,0.0,
2020-02-23,M3,8.8,8,0.8000000000000007,110.0
2020-02-24,M1,8.8,8,0.8000000000000007,110.0
2020-02-24,M2,8.8,8,0.8000000000000007,110.0
2020-02-24,M3,8.8,8,0.8000000000000007,110.0
2020-02-25,M1,8.8,8,0.8000000000000007,110.0
2020-02-25,M2,8.8,8,0.8000000000000007,110.0
2020-02-25,M3,8.8,8,0.8000000000000007,110.0
2020-02-26,M1,8.8,8,0.8000000000000007,110.0
2020-02-26,M2,0.0,0,0.0,
2020-02-26,M3,8.8,8,0.8000000000000007,110.0
2020-02-27,M1,8.8,8,0.8000000000000007,110.0
2020-02-27,M2,8.8,8,0.8000000000000007,110.0
2020-02-27,M3,8.8,8,0.8000000000000007,110.0
2020-02-28,M1,0.0,0,0.0,
2020-02-28,M2,0.0,0,0.0,
2020-02-28,M3,0.0,0,0.0,
2020-02-29,M1,0.0,0,0.0,
2020-02-29,M2,0.0,0,0.0,
2020-02-29,M3,0.0,0,0.0,
2020-03-01,M1,8.8,8,0.8000000000000007,110.0
2020-03-01,M2,8.8,8,0.8000000000000007,110.0
2020-03-01,M3,8.8,8,0.8000000000000007,110.0
2020-03-02,M1,8.8,8,0.8000000000000007,110.0
2020-03-02,M2,8.8,8,0.8000000000000007,110.0
2020-03-02,M3,8.8,8,0.8000000000000007,110.0
2020-03-03,M1,8.8,8,0.8000000000000007,110.0
2020-03-03,M2,8.8,8,0.8000000000000007,110.0
2020-03-03,M3,8.8,8,0.8000000000000007,110.0
2020-03-04,M1,8.8,8,0.8000000000000007,110.0
2020-03-04,M2,8.8,8,0.8000000000000007,110.0
2020-03-04,M3,8.8,8,0.8000000000000007,110.0
2020-03-05,M1,8.8,8,0.8000000000000007,110.0
2020-03-05,M2,8.8,8,0.8000000000000007,110.0
2020-03-05,M3,8.8,8,0.8000000000000007,110.0
2020-03-06,M1,0.0,0,0.0,
2020-03-06,M2,0.0,0,0.0,
2020-03-06,M3,0.0,0,0.0,
2020-03-07,M1,0.0,0,0.0,
2020-03-07,M2,0.0,0,0.0,
2020-03-07,M3,0.0,0,0.0,
2020-03-08,M1,8.8,8,0.8000000000000007,110.0
2020-03-08,M2,8.8,8,0.8000000000000007,110.0
2020-03-08,M3,8.8,8,0.8000000000000007,110.0
2020-03-09,M1,8.8,8,0.8000000000000007,110.0
2020-03-09,M2,8.8,8,0.8000000000000007,110.0
2020-03-09,M3,8.8,8,0.8000000000000007,110.0
2020-03-10,M1,8.8,8,0.8000000000000007,110.0
2020-03-10,M2,8.8,8,0.8000000000000007,110.0
2020-03-10,M3,8.8,8,0.8000000000000007,110.0
2020-03-11,M1,8.8,8,0.8000000000000007,110.0
2020-03-11,M2,8.8,8,0.8000000000000007,110.0
2020-03-11,M3,8.8,8,0.8000000000000007,110.0
2020-03-12,M1,8.8,8,0.8000000000000007,110.0
2020-03-12,M2,8.8,8,0.8000000000000007,110.0
2020-03-12,M3,8.8,8,0.8000000000000007,110.0
2020-03-13,M1,0.0,0,0.0,
2020-03-13,M2,0.0,0,0.0,
2020-03-13,M3,0.0,0,0.0,
2020-03-14,M1,0.0,0,0.0,
2020-03-14,M2,0.0,0,0.0,
2020-03-14,M3,0.0,0,0.0,
2020-03-15,M1,8.8,8,0.8000000000000007,110.0
2020-03-15,M2,8.8,8,0.8000000000000007,110.0
2020-03-15,M3,8.8,8,0.8000000000000007,110.0
2020-03-16,M1,8.8,8,0.8000000000000007,110.0
2020-03-16,M2,0.0,0,0.0,
2020-03-16,M3,8.8,8,0.8000000000000007,110.0
2020-03-17,M1,8.8,8,0.8000000000000007,110.0
2020-03-17,M2,8.8,8,0.8000000000000007,110.0
2020-03-17,M3,0.0,0,0.0,
2020-03-18,M1,8.8,8,0.8000000000000007,110.0
2020-03-18,M2,8.8,8,0.8000000000000007,110.0
2020-03-18,M3,0.0,0,0.0,
2020-03-19,M1,8.8,8,0.8000000000000007,110.0
2020-03-19,M2,8.8,8,0.8000000000000007,110.0
2020-03-19,M3,8.8,8,0.8000000000000007,110.0
2020-03-20,M1,0.0,0,0.0,
2020-03-20,M2,0.0,0,0.0,
2020-03-20,M3,0.0,0,0.0,
2020-03-21,M1,0.0,0,0.0,
2020-03-21,M2,0.0,0,0.0,
2020-03-21,M3,0.0,0,0.0,
2020-03-22,M1,8.8,8,0.8000000000000007,110.0
2020-03-22,M2,8.8,8,0.8000000000000007,110.0
2020-03-22,M3,8.8,8,0.8000000000000007,110.0
2020-03-23,M1,8.8,8,0.8000000000000007,110.0
2020-03-23,M2,8.8,8,0.8000000000000007,110.0
2020-03-23,M3,8.8,8,0.8000000000000007,110.0
2020-03-24,M1,8.8,8,0.8000000000000007,110.0
2020-03-24,M2,8.8,8,0.8000000000000007,110.0
2020-03-24,M3,8.8,8,0.8000000000000007,110.0
2020-03-25,M1,8.8,8,0.8000000000000007,110.0
2020-03-25,M2,8.8,8,0.8000000000000007,110.0
2020-03-25,M3,8.8,8,0.8000000000000007,110.0
2020-03-26,M1,8.8,8,0.8000000000000007,110.0
2020-03-26,M2,8.8,8,0.8000000000000007,110.0
2020-03-26,M3,8.8,8,0.8000000000000007,110.0
2020-03-27,M1,0.0,0,0.0,
2020-03-27,M2,0.0,0,0.0,
2020-03-27,M3,0.0,0,0.0,
2020-03-28,M1,0.0,0,0.0,
2020-03-28,M2,0.0,0,0.0,
2020-03-28,M3,0.0,0,0.0,
2020-03-29,M1,8.8,8,0.8000000000000007,110.0
2020-03-29,M2,8.8,8,0.8000000000000007,110.0
2020-03-29,M3,8.8,8,0.8000000000000007,110.0
2020-03-30,M1,8.8,8,0.8000000000000007,110.0
2020-03-30,M2,8.8,8,0.8000000000000007,110.0
2020-03-30,M3,0.0,0,0.0,
2020-03-31,M1,8.8,8,0.8000000000000007,110.0
2020-03-31,M2,8.8,8,0.8000000000000007,110.0
2020-03-31,M3,8.8,8,0.8000000000000007,110.0
2020-04-01,M1,8.8,8,0.8000000000000007,110.0
2020-04-01,M2,8.8,8,0.8000000000000007,110.0
2020-04-01,M3,8.8,8,0.8000000000000007,110.0
2020-04-02,M1,8.8,8,0.8000000000000007,110.0
2020-04-02,M2,8.8,8,0.8000000000000007,110.0
2020-04-02,M3,8.8,8,0.8000000000000007,110.0
2020-04-03,M1,0.0,0,0.0,
2020-04-03,M2,0.0,0,0.0,
2020-04-03,M3,0.0,0,0.0,
2020-04-04,M1,0.0,0,0.0,
2020-04-04,M2,0.0,0,0.0,
2020-04-04,M3,0.0,0,0.0,
2020-04-05,M1,8.8,8,0.8000000000000007,110.0
2020-04-05,M2,8.8,8,0.8000000000000007,110.0
2020-04-05,M3,8.8,8,0.8000000000000007,110.0
2020-04-06,M1,8.8,8,0.8000000000000007,110.0
2020-04-06,M2,0.0,0,0.0,
2020-04-06,M3,8.8,8,0.8000000000000007,110.0
2020-04-07,M1,8.8,8,0.8000000000000007,110.0
2020-04-07,M2,8.8,8,0.8000000000000007,110.0
2020-04-07,M3,8.8,8,0.8000000000000007,110.0
2020-04-08,M1,8.8,8,0.8000000000000007,110.0
2020-04-08,M2,8.8,8,0.8000000000000007,110.0
2020-04-08,M3,8.8,8,0.8000000000000007,110.0
2020-04-09,M1,8.61,8,0.6099999999999994,107.62
2020-04-09,M2,8.61,8,0.6099999999999994,107.62
2020-04-09,M3,8.61,8,0.6099999999999994,107.62
2020-04-10,M1,0.0,0,0.0,
2020-04-10,M2,0.0,0,0.0,
2020-04-10,M3,0.0,0,0.0,
2020-04-11,M1,0.0,0,0.0,
2020-04-11,M2,0.0,0,0.0,
2020-04-11,M3,0.0,0,0.0,
2020-04-12,M1,8.8,8,0.8000000000000007,110.0
2020-04-12,M2,8.8,8,0.8000000000000007,110.0
2020-04-12,M3,8.8,8,0.8000000000000007,110.0
2020-04-13,M1,8.8,8,0.8000000000000007,110.0
2020-04-13,M2,8.8,8,0.8000000000000007,110.0
2020-04-13,M3,8.8,8,0.8000000000000007,110.0
2020-04-14,M1,0.0,0,0.0,
2020-04-14,M2,8.8,8,0.8000000000000007,110.0
2020-04-14,M3,8.8,8,0.8000000000000007,110.0
2020-04-15,M1,8.8,8,0.8000000000000007,110.0
2020-04-15,M2,0.0,0,0.0,
2020-04-15,M3,8.8,8,0.8000000000000007,110.0
2020-04-16,M1,8.8,8,0.8000000000000007,110.0
2020-04-16,M2,8.8,8,0.8000000000000007,110.0
2020-04-16,M3,8.8,8,0.8000000000000007,110.0
2020-04-17,M1,0.0,0,0.0,
2020-04-17,M2,0.0,0,0.0,
2020-04-17,M3,0.0,0,0.0,
2020-04-18,M1,0.0,0,0.0,
2020-04-18,M2,0.0,0,0.0,
2020-04-18,M3,0.0,0,0.0,
2020-04-19,M1,8.8,8,0.8000000000000007,110.0
2020-04-19,M2,8.8,8,0.8000000000000007,110.0
2020-04-19,M3,0.0,0,0.0,
2020-04-20,M1,8.8,8,0.8000000000000007,110.0
2020-04-20,M2,8.8,8,0.8000000000000007,110.0
2020-04-20,M3,8.8,8,0.8000000000000007,110.0
2020-04-21,M1,8.8,8,0.8000000000000007,110.0
2020-04-21,M2,8.8,8,0.8000000000000007,110.0
2020-04-21,M3,8.8,8,0.8000000000000007,110.0
2020-04-22,M1,8.8,8,0.8000000000000007,110.0
2020-04-22,M2,8.8,8,0.8000000000000007,110.0
2020-04-22,M3,8.8,8,0.8000000000000007,110.0
2020-04-23,M1,8.8,8,0.8000000000000007,110.0
2020-04-23,M2,8.8,8,0.8000000000000007,110.0
2020-04-23,M3,8.8,8,0.8000000000000007,110.0
2020-04-24,M1,0.0,0,0.0,
2020-04-24,M2,0.0,0,0.0,
2020-04-24,M3,0.0,0,0.0,
2020-04-25,M1,0.0,0,0.0,
2020-04-25,M2,0.0,0,0.0,
2020-04-25,M3,0.0,0,0.0,
2020-04-26,M1,8.8,8,0.8000000000000007,110.0
2020-04-26,M2,0.0,0,0.0,
2020-04-26,M3,8.8,8,0.8000000000000007,110.0
2020-04-27,M1,8.8,8,0.8000000000000007,110.0
2020-04-27,M2,8.8,8,0.8000000000000007,110.0
2020-04-27,M3,8.8,8,0.8000000000000007,110.0
2020-04-28,M1,8.8,8,0.8000000000000007,110.0
2020-04-28,M2,8.8,8,0.8000000000000007,110.0
2020-04-28,M3,8.8,8,0.8000000000000007,110.0
2020-04-29,M1,8.8,8,0.8000000000000007,110.0
2020-04-29,M2,8.8,8,0.8000000000000007,110.0
2020-04-29,M3,8.8,8,0.8000000000000007,110.0
2020-04-30,M1,8.8,8,0.8000000000000007,110.0
2020-04-30,M2,8.8,8,0.8000000000000007,110.0
2020-04-30,M3,8.8,8,0.8000000000000007,110.0
2020-05-01,M1,0.0,0,0.0,
2020-05-01,M2,0.0,0,0.0,
2020-05-01,M3,0.0,0,0.0,
2020-05-02,M1,0.0,0,0.0,
2020-05-02,M2,0.0,0,0.0,
2020-05-02,M3,0.0,0,0.0,
2020-05-03,M1,8.8,8,0.8000000000000007,110.0
2020-05-03,M2,8.8,8,0.8000000000000007,110.0
2020-05-03,M3,8.8,8,0.8000000000000007,110.0
2020-05-04,M1,8.8,8,0.8000000000000007,110.0
2020-05-04,M2,8.8,8,0.8000000000000007,110.0
2020-05-04,M3,8.8,8,0.8000000000000007,110.0
2020-05-05,M1,8.8,8,0.8000000000000007,110.0
2020-05-05,M2,8.8,8,0.8000000000000007,110.0
2020-05-05,M3,8.8,8,0.8000000000000007,110.0
2020-05-06,M1,8.8,8,0.8000000000000007,110.0
2020-05-06,M2,8.8,8,0.8000000000000007,110.0
2020-05-06,M3,8.8,8,0.8000000000000007,110.0
2020-05-07,M1,8.8,8,0.8000000000000007,110.0
2020-05-07,M2,8.8,8,0.8000000000000007,110.0
2020-05-07,M3,8.8,8,0.8000000000000007,110.0
2020-05-08,M1,0.0,0,0.0,
2020-05-08,M2,0.0,0,0.0,
2020-05-08,M3,0.0,0,0.0,
2020-05-09,M1,0.0,0,0.0,
2020-05-09,M2,0.0,0,0.0,
2020-05-09,M3,0.0,0,0.0,
2020-05-10,M1,8.8,8,0.8000000000000007,110.0
2020-05-10,M2,8.8,8,0.8000000000000007,110.0
2020-05-10,M3,8.8,8,0.8000000000000007,110.0
2020-05-11,M1,8.8,8,0.8000000000000007,110.0
2020-05-11,M2,8.8,8,0.8000000000000007,110.0
2020-05-11,M3,8.8,8,0.8000000000000007,110.0
2020-05-12,M1,8.8,8,0.8000000000000007,110.0
2020-05-12,M2,8.8,8,0.8000000000000007,110.0
2020-05-12,M3,8.8,8,0.8000000000000007,110.0
2020-05-13,M1,8.8,8,0.8000000000000007,110.0
2020-05-13,M2,8.8,8,0.8000000000000007,110.0
2020-05-13,M3,8.8,8,0.8000000000000007,110.0
2020-05-14,M1,8.8,8,0.8000000000000007,110.0
2020-05-14,M2,8.8,8,0.8000000000000007,110.0
2020-05-14,M3,8.8,8,0.8000000000000007,110.0
2020-05-15,M1,0.0,0,0.0,
2020-05-15,M2,0.0,0,0.0,
2020-05-15,M3,0.0,0,0.0,
2020-05-16,M1,0.0,0,0.0,
2020-05-16,M2,0.0,0,0.0,
2020-05-16,M3,0.0,0,0.0,
2020-05-17,M1,8.8,8,0.8000000000000007,110.0
2020-05-17,M2,8.8,8,0.8000000000000007,110.0
2020-05-17,M3,8.8,8,0.8000000000000007,110.0
2020-05-18,M1,0.0,0,0.0,
2020-05-18,M2,8.8,8,0.8000000000000007,110.0
2020-05-18,M3,0.0,0,0.0,
2020-05-19,M1,8.8,8,0.8000000000000007,110.0
2020-05-19,M2,8.8,8,0.8000000000000007,110.0
2020-05-19,M3,8.8,8,0.8000000000000007,110.0
2020-05-20,M1,8.8,8,0.8000000000000007,110.0
2020-05-20,M2,8.8,8,0.8000000000000007,110.0
2020-05-20,M3,8.8,8,0.8000000000000007,110.0
2020-05-21,M1,8.8,8,0.8000000000000007,110.0
2020-05-21,M2,8.8,8,0.8000000000000007,110.0
2020-05-21,M3,8.8,8,0.8000000000000007,110.0
2020-05-22,M1,0.0,0,0.0,
2020-05-22,M2,0.0,0,0.0,
2020-05-22,M3,0.0,0,0.0,
2020-05-23,M1,0.0,0,0.0,
2020-05-23,M2,0.0,0,0.0,
2020-05-23,M3,0.0,0,0.0,
2020-05-24,M1,0.0,0,0.0,
2020-05-24,M2,8.8,8,0.8000000000000007,110.0
2020-05-24,M3,8.8,8,0.8000000000000007,110.0
2020-05-25,M1,8.8,8,0.8000000000000007,110.0
2020-05-25,M2,8.8,8,0.8000000000000007,110.0
2020-05-25,M3,8.8,8,0.8000000000000007,110.0
2020-05-26,M1,8.8,8,0.8000000000000007,110.0
2020-05-26,M2,8.8,8,0.8000000000000007,110.0
2020-05-26,M3,8.8,8,0.8000000000000007,110.0
2020-05-27,M1,8.8,8,0.8000000000000007,110.0
2020-05-27,M2,8.8,8,0.8000000000000007,110.0
2020-05-27,M3,8.8,8,0.8000000000000007,110.0
2020-05-28,M1,8.8,8,0.8000000000000007,110.0
2020-05-28,M2,8.8,8,0.8000000000000007,110.0
2020-05-28,M3,8.8,8,0.8000000000000007,110.0
2020-05-29,M1,0.0,0,0.0,
2020-05-29,M2,0.0,0,0.0,
2020-05-29,M3,0.0,0,0.0,
2020-05-30,M1,0.0,0,0.0,
2020-05-30,M2,0.0,0,0.0,
2020-05-30,M3,0.0,0,0.0,
2020-05-31,M1,8.8,8,0.8000000000000007,110.0
2020-05-31,M2,8.8,8,0.8000000000000007,110.0
2020-05-31,M3,8.8,8,0.8000000000000007,110.0
2020-06-01,M1,8.55,8,0.5500000000000007,106.88
2020-06-01,M2,8.55,8,0.5500000000000007,106.88
2020-06-01,M3,8.55,8,0.5500000000000007,106.88
2020-06-02,M1,8.8,8,0.8000000000000007,110.0
2020-06-02,M2,8.8,8,0.8000000000000007,110.0
2020-06-02,M3,8.8,8,0.8000000000000007,110.0
2020-06-03,M1,8.59,8,0.5899999999999999,107.38
2020-06-03,M2,8.59,8,0.5899999999999999,107.38
2020-06-03,M3,8.59,8,0.5899999999999999,107.38
2020-06-04,M1,8.79,8,0.7899999999999991,109.87
2020-06-04,M2,8.79,8,0.7899999999999991,109.87
2020-06-04,M3,8.79,8,0.7899999999999991,109.87
2020-06-05,M1,0.0,0,0.0,
2020-06-05,M2,0.0,0,0.0,
2020-06-05,M3,0.0,0,0.0,
2020-06-06,M1,0.0,0,0.0,
2020-06-06,M2,0.0,0,0.0,
2020-06-06,M3,0.0,0,0.0,
2020-06-07,M1,8.66,8,0.6600000000000001,108.25
2020-06-07,M2,8.66,8,0.6600000000000001,108.25
2020-06-07,M3,8.66,8,0.6600000000000001,108.25
2020-06-08,M1,8.42,8,0.41999999999999993,105.25
2020-06-08,M2,8.42,8,0.41999999999999993,105.25
2020-06-08,M3,8.42,8,0.41999999999999993,105.25
2020-06-09,M1,8.8,8,0.8000000000000007,110.0
2020-06-09,M2,8.8,8,0.8000000000000007,110.0
2020-06-09,M3,8.8,8,0.8000000000000007,110.0
2020-06-10,M1,8.8,8,0.8000000000000007,110.0
2020-06-10,M2,8.8,8,0.8000000000000007,110.0
2020-06-10,M3,8.8,8,0.8000000000000007,110.0
2020-06-11,M1,8.49,8,0.4900000000000002,106.12
2020-06-11,M2,8.49,8,0.4900000000000002,106.12
2020-06-11,M3,8.49,8,0.4900000000000002,106.12
2020-06-12,M1,0.0,0,0.0,
2020-06-12,M2,0.0,0,0.0,
2020-06-12,M3,0.0,0,0.0,
2020-06-13,M1,0.0,0,0.0,
2020-06-13,M2,0.0,0,0.0,
2020-06-13,M3,0.0,0,0.0,
2020-06-14,M1,8.8,8,0.8000000000000007,110.0
2020-06-14,M2,8.8,8,0.8000000000000007,110.0
2020-06-14,M3,8.8,8,0.8000000000000007,110.0
2020-06-15,M1,8.8,8,0.8000000000000007,110.0
2020-06-15,M2,8.8,8,0.8000000000000007,110.0
2020-06-15,M3,8.8,8,0.8000000000000007,110.0
2020-06-16,M1,8.8,8,0.8000000000000007,110.0
2020-06-16,M2,8.8,8,0.8000000000000007,110.0
2020-06-16,M3,8.8,8,0.8000000000000007,110.0
2020-06-17,M1,8.77,8,0.7699999999999996,109.62
2020-06-17,M2,8.77,8,0.7699999999999996,109.62
2020-06-17,M3,8.77,8,0.7699999999999996,109.62
2020-06-18,M1,8.58,8,0.5800000000000001,107.25
2020-06-18,M2,8.58,8,0.5800000000000001,107.25
2020-06-18,M3,8.58,8,0.5800000000000001,107.25
2020-06-19,M1,0.0,0,0.0,
2020-06-19,M2,0.0,0,0.0,
2020-06-19,M3,0.0,0,0.0,
2020-06-20,M1,0.0,0,0.0,
2020-06-20,M2,0.0,0,0.0,
2020-06-20,M3,0.0,0,0.0,
2020-06-21,M1,8.57,8,0.5700000000000003,107.12
2020-06-21,M2,8.57,8,0.5700000000000003,107.12
2020-06-21,M3,8.57,8,0.5700000000000003,107.12
2020-06-22,M1,8.8,8,0.8000000000000007,110.0
2020-06-22,M2,0.0,0,0.0,
2020-06-22,M3,8.8,8,0.8000000000000007,110.0
2020-06-23,M1,8.8,8,0.8000000000000007,110.0
2020-06-23,M2,8.8,8,0.8000000000000007,110.0
2020-06-23,M3,8.8,8,0.8000000000000007,110.0
2020-06-24,M1,8.8,8,0.8000000000000007,110.0
