sku_id,date,demand_tons,demand_units,confidence_pct,seasonality_index,scenario_id,forecast_lower,forecast_upper
SKU003,2020-01-06,29.94,29940,1.0,1.01,base,,
SKU004,2020-01-06,207.28,4606,1.0,1.01,base,,
SKU005,2020-01-06,93.05,9305,1.0,1.01,base,,
SKU006,2020-01-06,128.04,2845,1.0,1.01,base,,
SKU007,2020-01-06,81.72,8172,1.0,1.01,base,,
SKU008,2020-01-06,153.67,3415,1.0,1.01,base,,
SKU009,2020-01-06,86.22,8622,1.0,1.01,base,,
SKU010,2020-01-06,142.44,3165,1.0,1.01,base,,
SKU011,2020-01-06,238.32,5296,1.0,1.01,base,,
SKU012,2020-01-06,125.1,12510,1.0,1.01,base,,
SKU013,2020-01-06,199.13,4425,1.0,1.01,base,,
SKU014,2020-01-06,89.1,8910,1.0,1.01,base,,
SKU001,2020-01-07,300.82,6685,1.0,1.01,base,,
SKU002,2020-01-07,119.43,11943,1.0,1.01,base,,
SKU003,2020-01-07,26.28,26280,1.0,1.01,base,,
SKU004,2020-01-07,215.77,4795,1.0,1.01,base,,
SKU005,2020-01-07,89.11,8911,1.0,1.01,base,,
SKU006,2020-01-07,119.45,2654,1.0,1.01,base,,
SKU007,2020-01-07,82.63,8263,1.0,1.01,base,,
SKU008,2020-01-07,150.25,3339,1.0,1.01,base,,
SKU009,2020-01-07,81.67,8167,1.0,1.01,base,,
SKU010,2020-01-07,127.11,2825,1.0,1.01,base,,
SKU011,2020-01-07,230.98,5133,1.0,1.01,base,,
SKU012,2020-01-07,129.71,12971,1.0,1.01,base,,
SKU013,2020-01-07,201.82,4485,1.0,1.01,base,,
SKU014,2020-01-07,83.3,8330,1.0,1.01,base,,
SKU001,2020-01-08,268.02,5956,1.0,1.01,base,,
SKU002,2020-01-08,115.35,11535,1.0,1.01,base,,
SKU003,2020-01-08,30.5,30500,1.0,1.01,base,,
SKU004,2020-01-08,207.81,4618,1.0,1.01,base,,
SKU005,2020-01-08,88.03,8803,1.0,1.01,base,,
SKU006,2020-01-08,121.4,2698,1.0,1.01,base,,
SKU007,2020-01-08,82.85,8285,1.0,1.01,base,,
SKU008,2020-01-08,149.76,3328,1.0,1.01,base,,
SKU009,2020-01-08,78.59,7859,1.0,1.01,base,,
SKU010,2020-01-08,138.62,3080,1.0,1.01,base,,
SKU011,2020-01-08,246.88,5486,1.0,1.01,base,,
SKU012,2020-01-08,121.33,12133,1.0,1.01,base,,
SKU013,2020-01-08,210.05,4668,1.0,1.01,base,,
SKU014,2020-01-08,85.8,8580,1.0,1.01,base,,
SKU001,2020-01-09,272.62,6058,1.0,1.01,base,,
SKU002,2020-01-09,126.25,12625,1.0,1.01,base,,
SKU003,2020-01-09,29.17,29170,1.0,1.01,base,,
SKU004,2020-01-09,227.43,5054,1.0,1.01,base,,
SKU005,2020-01-09,97.57,9757,1.0,1.01,base,,
SKU006,2020-01-09,130.01,2889,1.0,1.01,base,,
SKU007,2020-01-09,77.46,7746,1.0,1.01,base,,
SKU008,2020-01-09,152.52,3389,1.0,1.01,base,,
SKU009,2020-01-09,79.03,7903,1.0,1.01,base,,
SKU010,2020-01-09,148.35,3297,1.0,1.01,base,,
SKU011,2020-01-09,263.84,5863,1.0,1.01,base,,
SKU012,2020-01-09,126.86,12686,1.0,1.01,base,,
SKU013,2020-01-09,202.67,4504,1.0,1.01,base,,
SKU014,2020-01-09,89.49,8949,1.0,1.01,base,,
SKU001,2020-01-10,269.77,5995,1.0,1.01,base,,
SKU002,2020-01-10,105.13,10513,1.0,1.01,base,,
SKU003,2020-01-10,28.75,28750,1.0,1.01,base,,
SKU004,2020-01-10,187.01,4156,1.0,1.01,base,,
SKU005,2020-01-10,86.59,8659,1.0,1.01,base,,
SKU006,2020-01-10,111.08,2468,1.0,1.01,base,,
SKU007,2020-01-10,73.21,7321,1.0,1.01,base,,
SKU008,2020-01-10,133.78,2973,1.0,1.01,base,,
SKU009,2020-01-10,73.32,7332,1.0,1.01,base,,
SKU010,2020-01-10,134.28,2984,1.0,1.01,base,,
SKU011,2020-01-10,235.65,5237,1.0,1.01,base,,
SKU012,2020-01-10,114.93,11493,1.0,1.01,base,,
SKU013,2020-01-10,199.36,4430,1.0,1.01,base,,
SKU014,2020-01-10,94.65,9465,1.0,1.01,base,,
SKU001,2020-01-11,257.41,5720,1.0,1.02,base,,
SKU002,2020-01-11,110.98,11098,1.0,1.02,base,,
SKU003,2020-01-11,26.02,26020,1.0,1.02,base,,
SKU004,2020-01-11,207.93,4621,1.0,1.02,base,,
SKU005,2020-01-11,89.57,8957,1.0,1.02,base,,
SKU006,2020-01-11,107.28,2384,1.0,1.02,base,,
SKU007,2020-01-11,77.07,7707,1.0,1.02,base,,
SKU008,2020-01-11,148.7,3304,1.0,1.02,base,,
SKU009,2020-01-11,75.61,7561,1.0,1.02,base,,
SKU010,2020-01-11,136.37,3030,1.0,1.02,base,,
SKU011,2020-01-11,226.24,5028,1.0,1.02,base,,
SKU012,2020-01-11,105.32,10532,1.0,1.02,base,,
SKU013,2020-01-11,196.7,4371,1.0,1.02,base,,
SKU014,2020-01-11,89.68,8968,1.0,1.02,base,,
SKU001,2020-01-12,295.27,6562,1.0,1.02,base,,
SKU002,2020-01-12,116.24,11624,1.0,1.02,base,,
SKU003,2020-01-12,29.37,29370,1.0,1.02,base,,
SKU004,2020-01-12,201.53,4478,1.0,1.02,base,,
SKU005,2020-01-12,95.07,9507,1.0,1.02,base,,
SKU006,2020-01-12,129.8,2884,1.0,1.02,base,,
SKU007,2020-01-12,83.1,8310,1.0,1.02,base,,
SKU008,2020-01-12,159.75,3550,1.0,1.02,base,,
SKU009,2020-01-12,77.84,7784,1.0,1.02,base,,
SKU010,2020-01-12,143.44,3188,1.0,1.02,base,,
SKU011,2020-01-12,227.4,5053,1.0,1.02,base,,
SKU012,2020-01-12,117.35,11735,1.0,1.02,base,,
SKU013,2020-01-12,212.37,4719,1.0,1.02,base,,
SKU014,2020-01-12,90.45,9045,1.0,1.02,base,,
SKU001,2020-01-13,302.45,6721,1.0,1.02,base,,
SKU002,2020-01-13,125.52,12552,1.0,1.02,base,,
SKU003,2020-01-13,34.74,34740,1.0,1.02,base,,
SKU004,2020-01-13,214.91,4776,1.0,1.02,base,,
SKU005,2020-01-13,85.23,8523,1.0,1.02,base,,
SKU006,2020-01-13,122.02,2712,1.0,1.02,base,,
SKU007,2020-01-13,77.56,7756,1.0,1.02,base,,
SKU008,2020-01-13,160.25,3561,1.0,1.02,base,,
SKU009,2020-01-13,81.66,8166,1.0,1.02,base,,
SKU010,2020-01-13,141.62,3147,1.0,1.02,base,,
SKU011,2020-01-13,242.94,5399,1.0,1.02,base,,
SKU012,2020-01-13,126.76,12676,1.0,1.02,base,,
SKU013,2020-01-13,199.11,4425,1.0,1.02,base,,
SKU014,2020-01-13,95.23,9523,1.0,1.02,base,,
SKU001,2020-01-14,300.53,6678,1.0,1.02,base,,
SKU002,2020-01-14,120.31,12031,1.0,1.02,base,,
SKU003,2020-01-14,29.18,29180,1.0,1.02,base,,
SKU004,2020-01-14,208.71,4638,1.0,1.02,base,,
SKU005,2020-01-14,95.06,9506,1.0,1.02,base,,
SKU006,2020-01-14,122.97,2733,1.0,1.02,base,,
SKU007,2020-01-14,84.17,8417,1.0,1.02,base,,
SKU008,2020-01-14,166.49,3700,1.0,1.02,base,,
SKU009,2020-01-14,82.54,8254,1.0,1.02,base,,
SKU010,2020-01-14,137.02,3045,1.0,1.02,base,,
SKU011,2020-01-14,257.74,5728,1.0,1.02,base,,
SKU012,2020-01-14,122.71,12271,1.0,1.02,base,,
SKU013,2020-01-14,212.9,4731,1.0,1.02,base,,
SKU014,2020-01-14,96.69,9669,1.0,1.02,base,,
SKU001,2020-01-15,272.28,6051,1.0,1.02,base,,
SKU002,2020-01-15,131.04,13104,1.0,1.02,base,,
SKU003,2020-01-15,32.03,32030,1.0,1.02,base,,
SKU004,2020-01-15,208.02,4623,1.0,1.02,base,,
SKU005,2020-01-15,93.33,9333,1.0,1.02,base,,
SKU006,2020-01-15,124.15,2759,1.0,1.02,base,,
SKU007,2020-01-15,81.81,8181,1.0,1.02,base,,
SKU008,2020-01-15,159.89,3553,1.0,1.02,base,,
SKU009,2020-01-15,87.59,8759,1.0,1.02,base,,
SKU010,2020-01-15,143.05,3179,1.0,1.02,base,,
SKU011,2020-01-15,261.45,5810,1.0,1.02,base,,
SKU012,2020-01-15,128.62,12862,1.0,1.02,base,,
SKU013,2020-01-15,206.65,4592,1.0,1.02,base,,
SKU014,2020-01-15,92.74,9274,1.0,1.02,base,,
SKU001,2020-01-16,269.88,5997,1.0,1.02,base,,
SKU002,2020-01-16,113.53,11353,1.0,1.02,base,,
SKU003,2020-01-16,30.94,30940,1.0,1.02,base,,
SKU004,2020-01-16,205.6,4569,1.0,1.02,base,,
SKU005,2020-01-16,91.87,9187,1.0,1.02,base,,
SKU006,2020-01-16,119.46,2655,1.0,1.02,base,,
SKU007,2020-01-16,74.51,7451,1.0,1.02,base,,
SKU008,2020-01-16,156.16,3470,1.0,1.02,base,,
SKU009,2020-01-16,80.13,8013,1.0,1.02,base,,
SKU010,2020-01-16,143.77,3195,1.0,1.02,base,,
SKU011,2020-01-16,234.51,5211,1.0,1.02,base,,
SKU012,2020-01-16,120.68,12068,1.0,1.02,base,,
SKU013,2020-01-16,220.52,4900,1.0,1.02,base,,
SKU014,2020-01-16,92.64,9264,1.0,1.02,base,,
SKU001,2020-01-17,271.08,6024,1.0,1.02,base,,
SKU002,2020-01-17,105.89,10589,1.0,1.02,base,,
SKU003,2020-01-17,31.64,31640,1.0,1.02,base,,
SKU004,2020-01-17,216.11,4802,1.0,1.02,base,,
SKU005,2020-01-17,90.58,9058,1.0,1.02,base,,
SKU006,2020-01-17,117.76,2617,1.0,1.02,base,,
SKU007,2020-01-17,75.44,7544,1.0,1.02,base,,
SKU008,2020-01-17,144.46,3210,1.0,1.02,base,,
SKU009,2020-01-17,79.33,7933,1.0,1.02,base,,
SKU010,2020-01-17,127.77,2839,1.0,1.02,base,,
SKU011,2020-01-17,221.12,4914,1.0,1.02,base,,
SKU012,2020-01-17,103.64,10364,1.0,1.02,base,,
SKU013,2020-01-17,181.18,4026,1.0,1.02,base,,
SKU014,2020-01-17,91.85,9185,1.0,1.02,base,,
SKU001,2020-01-18,259.78,5773,1.0,1.02,base,,
SKU002,2020-01-18,111.43,11143,1.0,1.02,base,,
SKU003,2020-01-18,28.76,28760,1.0,1.02,base,,
SKU004,2020-01-18,182.17,4048,1.0,1.02,base,,
SKU005,2020-01-18,88.93,8893,1.0,1.02,base,,
SKU006,2020-01-18,120.39,2675,1.0,1.02,base,,
SKU007,2020-01-18,76.91,7691,1.0,1.02,base,,
SKU008,2020-01-18,153.22,3405,1.0,1.02,base,,
SKU009,2020-01-18,70.48,7048,1.0,1.02,base,,
SKU010,2020-01-18,144.27,3206,1.0,1.02,base,,
SKU011,2020-01-18,218.18,4848,1.0,1.02,base,,
SKU012,2020-01-18,105.98,10598,1.0,1.02,base,,
SKU013,2020-01-18,186.47,4144,1.0,1.02,base,,
SKU014,2020-01-18,92.87,9287,1.0,1.02,base,,
SKU001,2020-01-19,287.27,6384,1.0,1.03,base,,
SKU002,2020-01-19,117.49,11749,1.0,1.03,base,,
SKU003,2020-01-19,28.81,28810,1.0,1.03,base,,
SKU004,2020-01-19,214.53,4767,1.0,1.03,base,,
SKU005,2020-01-19,83.21,8321,1.0,1.03,base,,
SKU006,2020-01-19,115.22,2560,1.0,1.03,base,,
SKU007,2020-01-19,88.5,8850,1.0,1.03,base,,
SKU008,2020-01-19,164.24,3650,1.0,1.03,base,,
SKU009,2020-01-19,81.63,8163,1.0,1.03,base,,
SKU010,2020-01-19,140.43,3121,1.0,1.03,base,,
SKU011,2020-01-19,247.19,5493,1.0,1.03,base,,
SKU012,2020-01-19,137.7,13770,1.0,1.03,base,,
SKU013,2020-01-19,209.55,4657,1.0,1.03,base,,
SKU014,2020-01-19,96.63,9663,1.0,1.03,base,,
SKU001,2020-01-20,285.02,6334,1.0,1.03,base,,
SKU002,2020-01-20,123.78,12378,1.0,1.03,base,,
SKU003,2020-01-20,31.85,31850,1.0,1.03,base,,
SKU004,2020-01-20,217.31,4829,1.0,1.03,base,,
SKU005,2020-01-20,83.77,8377,1.0,1.03,base,,
SKU006,2020-01-20,131.3,2918,1.0,1.03,base,,
SKU007,2020-01-20,79.74,7974,1.0,1.03,base,,
SKU008,2020-01-20,170.53,3790,1.0,1.03,base,,
SKU009,2020-01-20,85.09,8509,1.0,1.03,base,,
SKU010,2020-01-20,144.48,3211,1.0,1.03,base,,
SKU011,2020-01-20,252.22,5605,1.0,1.03,base,,
SKU012,2020-01-20,122.73,12273,1.0,1.03,base,,
SKU013,2020-01-20,200.67,4459,1.0,1.03,base,,
SKU014,2020-01-20,93.51,9351,1.0,1.03,base,,
SKU001,2020-01-21,301.07,6690,1.0,1.03,base,,
SKU002,2020-01-21,120.69,12069,1.0,1.03,base,,
SKU003,2020-01-21,29.93,29930,1.0,1.03,base,,
SKU004,2020-01-21,212.39,4720,1.0,1.03,base,,
SKU005,2020-01-21,97.08,9708,1.0,1.03,base,,
SKU006,2020-01-21,132.54,2945,1.0,1.03,base,,
SKU007,2020-01-21,83.87,8387,1.0,1.03,base,,
SKU008,2020-01-21,158.94,3532,1.0,1.03,base,,
SKU009,2020-01-21,79.78,7978,1.0,1.03,base,,
SKU010,2020-01-21,150.48,3344,1.0,1.03,base,,
SKU011,2020-01-21,253.95,5643,1.0,1.03,base,,
SKU012,2020-01-21,119.18,11918,1.0,1.03,base,,
SKU013,2020-01-21,187.53,4167,1.0,1.03,base,,
SKU014,2020-01-21,87.02,8702,1.0,1.03,base,,
SKU001,2020-01-22,279.04,6201,1.0,1.03,base,,
SKU002,2020-01-22,130.92,13092,1.0,1.03,base,,
SKU003,2020-01-22,33.33,33330,1.0,1.03,base,,
SKU004,2020-01-22,211.76,4706,1.0,1.03,base,,
SKU005,2020-01-22,90.9,9090,1.0,1.03,base,,
SKU006,2020-01-22,125.35,2786,1.0,1.03,base,,
SKU007,2020-01-22,82.53,8253,1.0,1.03,base,,
SKU008,2020-01-22,161.86,3597,1.0,1.03,base,,
SKU009,2020-01-22,80.33,8033,1.0,1.03,base,,
SKU010,2020-01-22,151.2,3360,1.0,1.03,base,,
SKU011,2020-01-22,244.49,5433,1.0,1.03,base,,
SKU012,2020-01-22,129.01,12901,1.0,1.03,base,,
SKU013,2020-01-22,203.42,4520,1.0,1.03,base,,
SKU014,2020-01-22,89.95,8995,1.0,1.03,base,,
SKU001,2020-01-23,316.71,7038,1.0,1.03,base,,
SKU002,2020-01-23,130.49,13049,1.0,1.03,base,,
SKU003,2020-01-23,28.2,28200,1.0,1.03,base,,
SKU004,2020-01-23,211.96,4710,1.0,1.03,base,,
SKU005,2020-01-23,98.51,9851,1.0,1.03,base,,
SKU006,2020-01-23,116.48,2588,1.0,1.03,base,,
SKU007,2020-01-23,85.78,8578,1.0,1.03,base,,
SKU008,2020-01-23,160.03,3556,1.0,1.03,base,,
SKU009,2020-01-23,79.71,7971,1.0,1.03,base,,
SKU010,2020-01-23,144.47,3210,1.0,1.03,base,,
SKU011,2020-01-23,221.88,4931,1.0,1.03,base,,
SKU012,2020-01-23,134.86,13486,1.0,1.03,base,,
SKU013,2020-01-23,203.29,4518,1.0,1.03,base,,
SKU014,2020-01-23,96.65,9665,1.0,1.03,base,,
SKU001,2020-01-24,274.47,6099,1.0,1.03,base,,
SKU002,2020-01-24,121.87,12187,1.0,1.03,base,,
SKU003,2020-01-24,27.91,27910,1.0,1.03,base,,
SKU004,2020-01-24,201.75,4483,1.0,1.03,base,,
SKU005,2020-01-24,87.99,8799,1.0,1.03,base,,
SKU006,2020-01-24,119.1,2647,1.0,1.03,base,,
SKU007,2020-01-24,80.48,8048,1.0,1.03,base,,
SKU008,2020-01-24,139.25,3094,1.0,1.03,base,,
SKU009,2020-01-24,73.56,7356,1.0,1.03,base,,
SKU010,2020-01-24,142.2,3160,1.0,1.03,base,,
SKU011,2020-01-24,205.0,4556,1.0,1.03,base,,
SKU012,2020-01-24,123.08,12308,1.0,1.03,base,,
SKU013,2020-01-24,187.33,4163,1.0,1.03,base,,
SKU014,2020-01-24,85.57,8557,1.0,1.03,base,,
SKU001,2020-01-25,257.54,5723,1.0,1.03,base,,
SKU002,2020-01-25,114.0,11400,1.0,1.03,base,,
SKU003,2020-01-25,30.38,30380,1.0,1.03,base,,
SKU004,2020-01-25,207.68,4615,1.0,1.03,base,,
SKU005,2020-01-25,87.82,8782,1.0,1.03,base,,
SKU006,2020-01-25,114.78,2551,1.0,1.03,base,,
SKU007,2020-01-25,70.68,7068,1.0,1.03,base,,
SKU008,2020-01-25,136.81,3040,1.0,1.03,base,,
SKU009,2020-01-25,74.87,7487,1.0,1.03,base,,
SKU010,2020-01-25,136.37,3030,1.0,1.03,base,,
SKU011,2020-01-25,229.34,5096,1.0,1.03,base,,
SKU012,2020-01-25,119.89,11989,1.0,1.03,base,,
SKU013,2020-01-25,194.96,4332,1.0,1.03,base,,
SKU014,2020-01-25,85.94,8594,1.0,1.03,base,,
SKU001,2020-01-26,323.21,7182,1.0,1.03,base,,
SKU002,2020-01-26,126.89,12689,1.0,1.03,base,,
SKU003,2020-01-26,30.42,30420,1.0,1.03,base,,
SKU004,2020-01-26,237.88,5286,1.0,1.03,base,,
SKU005,2020-01-26,98.87,9887,1.0,1.03,base,,
SKU006,2020-01-26,135.66,3015,1.0,1.03,base,,
SKU007,2020-01-26,82.45,8245,1.0,1.03,base,,
SKU008,2020-01-26,163.05,3623,1.0,1.03,base,,
SKU009,2020-01-26,76.89,7689,1.0,1.03,base,,
SKU010,2020-01-26,150.78,3351,1.0,1.03,base,,
SKU011,2020-01-26,246.77,5484,1.0,1.03,base,,
SKU012,2020-01-26,115.94,11594,1.0,1.03,base,,
SKU013,2020-01-26,217.98,4844,1.0,1.03,base,,
SKU014,2020-01-26,84.83,8483,1.0,1.03,base,,
SKU001,2020-01-27,262.77,5839,1.0,1.04,base,,
SKU002,2020-01-27,126.78,12678,1.0,1.04,base,,
SKU003,2020-01-27,32.02,32020,1.0,1.04,base,,
SKU004,2020-01-27,228.49,5078,1.0,1.04,base,,
SKU005,2020-01-27,96.86,9686,1.0,1.04,base,,
SKU006,2020-01-27,133.72,2972,1.0,1.04,base,,
SKU007,2020-01-27,85.92,8592,1.0,1.04,base,,
SKU008,2020-01-27,154.63,3436,1.0,1.04,base,,
SKU009,2020-01-27,82.71,8271,1.0,1.04,base,,
SKU010,2020-01-27,143.23,3183,1.0,1.04,base,,
SKU011,2020-01-27,252.73,5616,1.0,1.04,base,,
SKU012,2020-01-27,117.69,11769,1.0,1.04,base,,
SKU013,2020-01-27,211.08,4691,1.0,1.04,base,,
SKU014,2020-01-27,92.99,9299,1.0,1.04,base,,
SKU001,2020-01-28,294.93,6554,1.0,1.04,base,,
SKU002,2020-01-28,126.42,12642,1.0,1.04,base,,
SKU003,2020-01-28,27.35,27350,1.0,1.04,base,,
SKU004,2020-01-28,208.36,4630,1.0,1.04,base,,
SKU005,2020-01-28,93.0,9300,1.0,1.04,base,,
SKU006,2020-01-28,124.33,2763,1.0,1.04,base,,
SKU007,2020-01-28,84.2,8420,1.0,1.04,base,,
SKU008,2020-01-28,158.21,3516,1.0,1.04,base,,
SKU009,2020-01-28,89.42,8942,1.0,1.04,base,,
SKU010,2020-01-28,147.73,3283,1.0,1.04,base,,
SKU011,2020-01-28,245.46,5455,1.0,1.04,base,,
SKU012,2020-01-28,114.71,11471,1.0,1.04,base,,
SKU013,2020-01-28,193.58,4302,1.0,1.04,base,,
SKU014,2020-01-28,96.01,9601,1.0,1.04,base,,
SKU001,2020-01-29,306.73,6816,1.0,1.04,base,,
SKU002,2020-01-29,134.46,13446,1.0,1.04,base,,
SKU003,2020-01-29,29.92,29920,1.0,1.04,base,,
SKU004,2020-01-29,215.14,4781,1.0,1.04,base,,
SKU005,2020-01-29,94.76,9476,1.0,1.04,base,,
SKU006,2020-01-29,137.61,3058,1.0,1.04,base,,
SKU007,2020-01-29,83.7,8370,1.0,1.04,base,,
SKU008,2020-01-29,168.15,3737,1.0,1.04,base,,
SKU009,2020-01-29,83.93,8393,1.0,1.04,base,,
SKU010,2020-01-29,154.04,3423,1.0,1.04,base,,
SKU011,2020-01-29,262.48,5833,1.0,1.04,base,,
SKU012,2020-01-29,125.87,12587,1.0,1.04,base,,
SKU013,2020-01-29,197.44,4388,1.0,1.04,base,,
SKU014,2020-01-29,92.37,9237,1.0,1.04,base,,
SKU001,2020-01-30,313.35,6963,1.0,1.04,base,,
SKU002,2020-01-30,130.47,13047,1.0,1.04,base,,
SKU003,2020-01-30,30.57,30570,1.0,1.04,base,,
SKU004,2020-01-30,214.99,4778,1.0,1.04,base,,
SKU005,2020-01-30,85.63,8563,1.0,1.04,base,,
SKU006,2020-01-30,134.01,2978,1.0,1.04,base,,
SKU007,2020-01-30,87.02,8702,1.0,1.04,base,,
SKU008,2020-01-30,155.16,3448,1.0,1.04,base,,
SKU009,2020-01-30,84.16,8416,1.0,1.04,base,,
SKU010,2020-01-30,129.99,2889,1.0,1.04,base,,
SKU011,2020-01-30,243.89,5420,1.0,1.04,base,,
SKU012,2020-01-30,133.33,13333,1.0,1.04,base,,
SKU013,2020-01-30,218.54,4856,1.0,1.04,base,,
SKU014,2020-01-30,95.29,9529,1.0,1.04,base,,
SKU001,2020-01-31,268.44,5965,1.0,1.04,base,,
SKU002,2020-01-31,119.71,11971,1.0,1.04,base,,
SKU003,2020-01-31,28.38,28380,1.0,1.04,base,,
SKU004,2020-01-31,184.71,4105,1.0,1.04,base,,
SKU005,2020-01-31,86.32,8632,1.0,1.04,base,,
SKU006,2020-01-31,117.45,2610,1.0,1.04,base,,
SKU007,2020-01-31,81.06,8106,1.0,1.04,base,,
SKU008,2020-01-31,133.54,2968,1.0,1.04,base,,
SKU009,2020-01-31,76.28,7628,1.0,1.04,base,,
SKU010,2020-01-31,133.81,2974,1.0,1.04,base,,
SKU011,2020-01-31,217.58,4835,1.0,1.04,base,,
SKU012,2020-01-31,117.94,11794,1.0,1.04,base,,
SKU013,2020-01-31,199.05,4423,1.0,1.04,base,,
SKU014,2020-01-31,85.09,8509,1.0,1.04,base,,
SKU001,2020-02-01,296.59,6591,1.0,1.04,base,,
SKU002,2020-02-01,113.43,11343,1.0,1.04,base,,
SKU003,2020-02-01,28.17,28170,1.0,1.04,base,,
SKU004,2020-02-01,196.92,4376,1.0,1.04,base,,
SKU005,2020-02-01,82.93,8293,1.0,1.04,base,,
SKU006,2020-02-01,112.05,2490,1.0,1.04,base,,
SKU007,2020-02-01,71.33,7133,1.0,1.04,base,,
SKU008,2020-02-01,142.7,3171,1.0,1.04,base,,
SKU009,2020-02-01,77.07,7707,1.0,1.04,base,,
SKU010,2020-02-01,119.13,2647,1.0,1.04,base,,
SKU011,2020-02-01,229.36,5097,1.0,1.04,base,,
SKU012,2020-02-01,115.51,11551,1.0,1.04,base,,
SKU013,2020-02-01,197.05,4379,1.0,1.04,base,,
SKU014,2020-02-01,91.66,9166,1.0,1.04,base,,
