date,recipe_id,recipe_name,flour_type,required_hours,recipe_tons,cost_index
2020-04-23,R2,80 Straight,Bakery,3.8770833333333337,46.525000000000006,1.1
2020-04-24,R2,80 Straight,Bakery,7.292916666666667,87.515,1.1
2020-04-25,R2,80 Straight,Bakery,8.722083333333332,104.66499999999999,1.1
2020-04-26,R2,80 Straight,Bakery,10.488333333333333,125.86,1.1
2020-04-27,R2,80 Straight,Bakery,9.478333333333333,113.74,1.1
2020-04-28,R2,80 Straight,Bakery,9.447083333333333,113.36500000000001,1.1
2020-04-29,R2,80 Straight,Bakery,9.62,115.44,1.1
2020-04-30,R2,80 Straight,Bakery,9.278333333333334,111.34,1.1
2020-05-01,R2,80 Straight,Bakery,8.809166666666666,105.71,1.1
2020-05-02,R2,80 Straight,Bakery,8.653333333333334,103.84,1.1
2020-05-03,R2,80 Straight,Bakery,9.995833333333334,119.95,1.1
2020-05-04,R2,80 Straight,Bakery,8.964166666666666,107.57,1.1
2020-05-05,R2,80 Straight,Bakery,9.182916666666666,110.195,1.1
2020-05-06,R2,80 Straight,Bakery,10.041666666666666,120.5,1.1
2020-05-07,R2,80 Straight,Bakery,9.930416666666666,119.16499999999999,1.1
2020-05-08,R2,80 Straight,Bakery,8.079166666666667,96.95,1.1
2020-05-09,R2,80 Straight,Bakery,8.379166666666666,100.55,1.1
2020-05-10,R2,80 Straight,Bakery,9.331249999999999,111.975,1.1
2020-05-11,R2,80 Straight,Bakery,9.328333333333333,111.94,1.1
2020-05-12,R2,80 Straight,Bakery,9.579583333333334,114.955,1.1
2020-05-13,R2,80 Straight,Bakery,9.266666666666667,111.2,1.1
2020-05-14,R2,80 Straight,Bakery,9.122916666666667,109.475,1.1
2020-05-15,R2,80 Straight,Bakery,7.81625,93.795,1.1
2020-05-16,R2,80 Straight,Bakery,7.9675,95.61,1.1
2020-05-17,R2,80 Straight,Bakery,9.71625,116.595,1.1
2020-05-18,R2,80 Straight,Bakery,8.92125,107.055,1.1
2020-05-19,R2,80 Straight,Bakery,8.749583333333334,104.995,1.1
2020-05-20,R2,80 Straight,Bakery,9.735833333333334,116.83,1.1
2020-05-21,R2,80 Straight,Bakery,8.735416666666666,104.82499999999999,1.1
2020-05-22,R2,80 Straight,Bakery,7.109583333333333,85.315,1.1
2020-05-23,R2,80 Straight,Bakery,8.089583333333334,97.075,1.1
2020-05-24,R2,80 Straight,Bakery,3.6179166666666664,43.415,1.1
2020-05-25,R2,80 Straight,Bakery,3.7458333333333336,44.95,1.1
2020-05-26,R2,80 Straight,Bakery,3.589166666666667,43.07,1.1
2020-05-27,R2,80 Straight,Bakery,3.7870833333333334,45.445,1.1
2020-05-28,R2,80 Straight,Bakery,3.512916666666667,42.155,1.1
2020-05-29,R2,80 Straight,Bakery,3.0187500000000003,36.225,1.1
2020-05-30,R2,80 Straight,Bakery,2.9250000000000003,35.1,1.1
2020-05-31,R2,80 Straight,Bakery,3.7170833333333335,44.605000000000004,1.1
2020-06-01,R2,80 Straight,Bakery,3.2587500000000005,39.105000000000004,1.1
2020-06-02,R2,80 Straight,Bakery,3.6045833333333337,43.255,1.1
2020-06-03,R2,80 Straight,Bakery,3.3158333333333334,39.79,1.1
2020-06-04,R2,80 Straight,Bakery,3.529166666666667,42.35,1.1
2020-06-05,R2,80 Straight,Bakery,3.012916666666667,36.155,1.1
2020-06-06,R2,80 Straight,Bakery,2.862083333333333,34.345,1.1
2020-06-07,R2,80 Straight,Bakery,3.4720833333333334,41.665,1.1
2020-06-08,R2,80 Straight,Bakery,3.3241666666666667,39.89,1.1
2020-06-09,R2,80 Straight,Bakery,3.6512499999999997,43.815,1.1
2020-06-10,R2,80 Straight,Bakery,3.735,44.82,1.1
2020-06-11,R2,80 Straight,Bakery,3.471666666666667,41.660000000000004,1.1
2020-06-12,R2,80 Straight,Bakery,2.966666666666667,35.6,1.1
2020-06-13,R2,80 Straight,Bakery,3.0475,36.57,1.1
2020-06-14,R2,80 Straight,Bakery,3.8716666666666666,46.46,1.1
2020-06-15,R2,80 Straight,Bakery,3.8033333333333332,45.64,1.1
2020-06-16,R2,80 Straight,Bakery,3.920833333333333,47.05,1.1
2020-06-17,R2,80 Straight,Bakery,3.4729166666666664,41.675,1.1
2020-06-18,R2,80 Straight,Bakery,3.73,44.76,1.1
2020-06-19,R2,80 Straight,Bakery,2.894166666666667,34.730000000000004,1.1
2020-06-20,R2,80 Straight,Bakery,2.9158333333333335,34.99,1.1
2020-06-21,R2,80 Straight,Bakery,3.4620833333333336,41.545,1.1
2020-06-22,R2,80 Straight,Bakery,3.3791666666666664,40.55,1.1
2020-06-23,R2,80 Straight,Bakery,3.70375,44.445,1.1
2020-06-24,R2,80 Straight,Bakery,3.5691666666666664,42.83,1.1
2020-06-25,R2,80 Straight,Bakery,3.5995833333333334,43.195,1.1
2020-06-26,R2,80 Straight,Bakery,2.7441666666666666,32.93,1.1
2020-06-27,R2,80 Straight,Bakery,2.829166666666667,33.95,1.1
2020-06-28,R2,80 Straight,Bakery,3.0795833333333333,36.955,1.1
2020-06-29,R2,80 Straight,Bakery,3.1137499999999996,37.364999999999995,1.1
2020-06-30,R2,80 Straight,Bakery,3.4408333333333334,41.29,1.1
2020-07-01,R2,80 Straight,Bakery,5.92125,71.05499999999999,1.1
2020-07-02,R2,80 Straight,Bakery,5.995,71.94,1.1
2020-07-03,R2,80 Straight,Bakery,4.7725,57.269999999999996,1.1
2020-07-04,R2,80 Straight,Bakery,5.3495833333333325,64.195,1.1
2020-07-05,R2,80 Straight,Bakery,5.365833333333334,64.39,1.1
2020-07-06,R2,80 Straight,Bakery,6.062916666666666,72.755,1.1
2020-07-07,R2,80 Straight,Bakery,5.69875,68.385,1.1
2020-07-08,R2,80 Straight,Bakery,6.035,72.42,1.1
2020-07-09,R2,80 Straight,Bakery,6.000416666666666,72.005,1.1
2020-07-10,R2,80 Straight,Bakery,4.88,58.56,1.1
2020-07-11,R2,80 Straight,Bakery,5.010833333333333,60.129999999999995,1.1
2020-07-12,R2,80 Straight,Bakery,6.228750000000001,74.745,1.1
2020-07-13,R2,80 Straight,Bakery,5.797499999999999,69.57,1.1
2020-07-14,R2,80 Straight,Bakery,5.945416666666667,71.345,1.1
2020-07-15,R2,80 Straight,Bakery,6.1241666666666665,73.49,1.1
2020-07-16,R2,80 Straight,Bakery,6.099166666666666,73.19,1.1
2020-07-17,R2,80 Straight,Bakery,4.8374999999999995,58.05,1.1
2020-07-18,R2,80 Straight,Bakery,4.807083333333334,57.685,1.1
2020-07-19,R2,80 Straight,Bakery,6.439166666666666,77.27,1.1
2020-07-20,R2,80 Straight,Bakery,5.719166666666666,68.63,1.1
2020-07-21,R2,80 Straight,Bakery,5.52875,66.345,1.1
2020-07-22,R2,80 Straight,Bakery,5.925416666666667,71.105,1.1
2020-07-23,R2,80 Straight,Bakery,6.100416666666667,73.205,1.1
2020-07-24,R2,80 Straight,Bakery,4.984166666666667,59.81,1.1
2020-07-25,R2,80 Straight,Bakery,5.184583333333333,62.215,1.1
2020-07-26,R2,80 Straight,Bakery,5.444583333333334,65.33500000000001,1.1
2020-07-27,R2,80 Straight,Bakery,6.4245833333333335,77.095,1.1
2020-07-28,R2,80 Straight,Bakery,6.020416666666667,72.245,1.1
2020-07-29,R2,80 Straight,Bakery,5.629166666666666,67.55,1.1
2020-07-30,R2,80 Straight,Bakery,5.7245833333333325,68.695,1.1
2020-07-31,R2,80 Straight,Bakery,4.354166666666667,52.25,1.1
2020-08-01,R2,80 Straight,Bakery,2.544166666666667,30.53,1.1
2020-08-02,R2,80 Straight,Bakery,3.2983333333333333,39.58,1.1
2020-08-03,R2,80 Straight,Bakery,3.3054166666666664,39.665,1.1
2020-08-04,R2,80 Straight,Bakery,3.3720833333333338,40.465,1.1
2020-08-05,R2,80 Straight,Bakery,3.3649999999999998,40.379999999999995,1.1
2020-08-06,R2,80 Straight,Bakery,3.123333333333333,37.48,1.1
2020-08-07,R2,80 Straight,Bakery,2.6041666666666665,31.25,1.1
2020-08-08,R2,80 Straight,Bakery,2.7558333333333334,33.07,1.1
2020-08-09,R2,80 Straight,Bakery,2.7900000000000005,33.480000000000004,1.1
2020-08-10,R2,80 Straight,Bakery,3.1475000000000004,37.77,1.1
2020-08-11,R2,80 Straight,Bakery,3.3841666666666668,40.61,1.1
2020-08-12,R2,80 Straight,Bakery,3.0975,37.17,1.1
2020-08-13,R2,80 Straight,Bakery,3.0549999999999997,36.66,1.1
2020-08-14,R2,80 Straight,Bakery,2.3345833333333332,28.015,1.1
2020-08-15,R2,80 Straight,Bakery,2.565,30.779999999999998,1.1
2020-08-16,R2,80 Straight,Bakery,3.1225,37.47,1.1
2020-08-17,R2,80 Straight,Bakery,3.0979166666666664,37.175,1.1
2020-08-18,R2,80 Straight,Bakery,3.1016666666666666,37.22,1.1
2020-08-19,R2,80 Straight,Bakery,3.1020833333333333,37.225,1.1
2020-08-20,R2,80 Straight,Bakery,3.1875,38.25,1.1
2020-08-21,R2,80 Straight,Bakery,2.5479166666666666,30.575,1.1
2020-08-22,R2,80 Straight,Bakery,2.6158333333333332,31.39,1.1
2020-08-23,R2,80 Straight,Bakery,2.999166666666667,35.99,1.1
2020-08-24,R2,80 Straight,Bakery,3.061666666666667,36.74,1.1
2020-08-25,R2,80 Straight,Bakery,3.20125,38.415,1.1
2020-08-26,R2,80 Straight,Bakery,3.01625,36.195,1.1
2020-08-27,R2,80 Straight,Bakery,2.942083333333333,35.305,1.1
2020-08-28,R2,80 Straight,Bakery,2.410833333333333,28.93,1.1
2020-08-29,R2,80 Straight,Bakery,2.56375,30.765,1.1
2020-08-30,R2,80 Straight,Bakery,3.3425,40.11,1.1
2020-08-31,R2,80 Straight,Bakery,2.8629166666666666,34.355,1.1
2020-09-01,R2,80 Straight,Bakery,2.9966666666666666,35.96,1.1
2020-09-02,R2,80 Straight,Bakery,2.9129166666666664,34.955,1.1
2020-09-03,R2,80 Straight,Bakery,2.842083333333333,34.105,1.1
2020-09-04,R2,80 Straight,Bakery,2.7216666666666662,32.66,1.1
2020-09-05,R2,80 Straight,Bakery,2.4704166666666665,29.645,1.1
2020-09-06,R2,80 Straight,Bakery,3.00125,36.015,1.1
2020-09-07,R2,80 Straight,Bakery,2.7904166666666668,33.485,1.1
2020-09-08,R2,80 Straight,Bakery,2.8633333333333333,34.36,1.1
2020-09-09,R2,80 Straight,Bakery,3.064583333333333,36.775,1.1
2020-09-10,R2,80 Straight,Bakery,3.0379166666666664,36.455,1.1
2020-09-11,R2,80 Straight,Bakery,2.4466666666666668,29.36,1.1
2020-09-12,R2,80 Straight,Bakery,2.342916666666667,28.115000000000002,1.1
2020-09-13,R2,80 Straight,Bakery,2.5829166666666667,30.995,1.1
2020-09-14,R2,80 Straight,Bakery,2.997916666666667,35.975,1.1
2020-09-15,R2,80 Straight,Bakery,2.984166666666667,35.81,1.1
2020-09-16,R2,80 Straight,Bakery,2.9725,35.67,1.1
2020-09-17,R2,80 Straight,Bakery,2.805,33.660000000000004,1.1
2020-09-18,R2,80 Straight,Bakery,2.38875,28.665,1.1
2020-09-19,R2,80 Straight,Bakery,2.38125,28.575,1.1
2020-09-20,R2,80 Straight,Bakery,3.122916666666667,37.475,1.1
2020-09-21,R2,80 Straight,Bakery,2.9725,35.67,1.1
2020-09-22,R2,80 Straight,Bakery,3.1158333333333332,37.39,1.1
2020-09-23,R2,80 Straight,Bakery,3.1454166666666663,37.745,1.1
2020-09-24,R2,80 Straight,Bakery,2.7741666666666664,33.29,1.1
2020-09-25,R2,80 Straight,Bakery,2.47625,29.715,1.1
2020-09-26,R2,80 Straight,Bakery,2.7129166666666666,32.555,1.1
2020-09-27,R2,80 Straight,Bakery,3.0325,36.39,1.1
2020-09-28,R2,80 Straight,Bakery,2.935,35.22,1.1
2020-09-29,R2,80 Straight,Bakery,2.7808333333333333,33.37,1.1
2020-09-30,R2,80 Straight,Bakery,2.985416666666667,35.825,1.1
2020-10-01,R2,80 Straight,Bakery,3.0883333333333334,37.06,1.1
2020-10-02,R2,80 Straight,Bakery,2.609583333333333,31.314999999999998,1.1
2020-10-03,R2,80 Straight,Bakery,2.53375,30.405,1.1
2020-10-04,R2,80 Straight,Bakery,2.73875,32.865,1.1
2020-10-05,R2,80 Straight,Bakery,2.589166666666667,31.07,1.1
2020-10-06,R2,80 Straight,Bakery,2.98875,35.865,1.1
2020-10-07,R2,80 Straight,Bakery,2.9499999999999997,35.4,1.1
2020-10-08,R2,80 Straight,Bakery,2.9324999999999997,35.19,1.1
2020-10-09,R2,80 Straight,Bakery,2.5108333333333333,30.13,1.1
2020-10-10,R2,80 Straight,Bakery,2.1341666666666668,25.61,1.1
2020-10-11,R2,80 Straight,Bakery,2.901666666666667,34.82,1.1
2020-10-12,R2,80 Straight,Bakery,2.8325,33.99,1.1
2020-10-13,R2,80 Straight,Bakery,3.015416666666667,36.185,1.1
2020-10-14,R2,80 Straight,Bakery,2.8245833333333334,33.895,1.1
2020-10-15,R2,80 Straight,Bakery,3.012916666666667,36.155,1.1
2020-10-16,R2,80 Straight,Bakery,2.282083333333333,27.384999999999998,1.1
2020-10-17,R2,80 Straight,Bakery,2.4608333333333334,29.53,1.1
2020-10-18,R2,80 Straight,Bakery,2.9691666666666663,35.629999999999995,1.1
2020-10-19,R2,80 Straight,Bakery,3.0079166666666666,36.095,1.1
2020-10-20,R2,80 Straight,Bakery,2.9804166666666667,35.765,1.1
2020-10-21,R2,80 Straight,Bakery,2.6791666666666667,32.15,1.1
2020-10-22,R2,80 Straight,Bakery,2.9170833333333337,35.005,1.1
2020-10-23,R2,80 Straight,Bakery,2.6416666666666666,31.7,1.1
2020-10-24,R2,80 Straight,Bakery,2.4929166666666664,29.915,1.1
2020-10-25,R2,80 Straight,Bakery,3.0416666666666665,36.5,1.1
2020-10-26,R2,80 Straight,Bakery,2.8195833333333336,33.835,1.1
2020-10-27,R2,80 Straight,Bakery,2.9774999999999996,35.73,1.1
2020-10-28,R2,80 Straight,Bakery,2.9058333333333337,34.870000000000005,1.1
2020-10-29,R2,80 Straight,Bakery,2.9025,34.83,1.1
2020-10-30,R2,80 Straight,Bakery,2.5845833333333332,31.015,1.1
2020-10-31,R2,80 Straight,Bakery,2.493333333333333,29.919999999999998,1.1
2020-11-01,R2,80 Straight,Bakery,2.75625,33.075,1.1
2020-11-02,R2,80 Straight,Bakery,3.30875,39.705,1.1
2020-11-03,R2,80 Straight,Bakery,3.020416666666667,36.245000000000005,1.1
2020-11-04,R2,80 Straight,Bakery,2.737083333333333,32.845,1.1
2020-11-05,R2,80 Straight,Bakery,2.612083333333333,31.345,1.1
2020-11-06,R2,80 Straight,Bakery,2.3695833333333334,28.435000000000002,1.1
2020-11-07,R2,80 Straight,Bakery,2.56,30.72,1.1
2020-11-08,R2,80 Straight,Bakery,3.064166666666667,36.77,1.1
2020-11-09,R2,80 Straight,Bakery,3.012916666666667,36.155,1.1
2020-11-10,R2,80 Straight,Bakery,3.1824999999999997,38.19,1.1
2020-11-11,R2,80 Straight,Bakery,3.0658333333333334,36.79,1.1
2020-11-12,R2,80 Straight,Bakery,2.81625,33.795,1.1
2020-11-13,R2,80 Straight,Bakery,2.69,32.28,1.1
2020-11-14,R2,80 Straight,Bakery,2.5795833333333333,30.955000000000002,1.1
2020-11-15,R2,80 Straight,Bakery,3.0387500000000003,36.465,1.1
2020-11-16,R2,80 Straight,Bakery,2.86125,34.335,1.1
2020-11-17,R2,80 Straight,Bakery,3.1358333333333337,37.63,1.1
2020-11-18,R2,80 Straight,Bakery,3.17125,38.055,1.1
2020-11-19,R2,80 Straight,Bakery,3.0933333333333337,37.120000000000005,1.1
2020-11-20,R2,80 Straight,Bakery,2.842916666666667,34.115,1.1
2020-11-21,R2,80 Straight,Bakery,2.685833333333333,32.23,1.1
2020-11-22,R2,80 Straight,Bakery,3.5050000000000003,42.06,1.1
2020-11-23,R2,80 Straight,Bakery,3.259583333333333,39.114999999999995,1.1
2020-11-24,R2,80 Straight,Bakery,3.189583333333333,38.275,1.1
2020-11-25,R2,80 Straight,Bakery,2.9879166666666666,35.855,1.1
2020-11-26,R2,80 Straight,Bakery,3.325833333333333,39.91,1.1
2020-11-27,R2,80 Straight,Bakery,2.607083333333333,31.285,1.1
2020-11-28,R2,80 Straight,Bakery,2.72125,32.655,1.1
2020-11-29,R2,80 Straight,Bakery,2.9254166666666666,35.105,1.1
2020-11-30,R2,80 Straight,Bakery,3.48625,41.835,1.1
2020-12-01,R2,80 Straight,Bakery,3.328333333333333,39.94,1.1
2020-12-02,R2,80 Straight,Bakery,3.3408333333333338,40.09,1.1
2020-12-03,R2,80 Straight,Bakery,3.3183333333333334,39.82,1.1
2020-12-04,R2,80 Straight,Bakery,2.7575000000000003,33.09,1.1
2020-12-05,R2,80 Straight,Bakery,2.6558333333333333,31.869999999999997,1.1
2020-12-06,R2,80 Straight,Bakery,3.17375,38.085,1.1
2020-12-07,R2,80 Straight,Bakery,3.435833333333333,41.23,1.1
2020-12-08,R2,80 Straight,Bakery,3.2129166666666666,38.555,1.1
2020-12-09,R2,80 Straight,Bakery,2.828333333333333,33.94,1.1
2020-12-10,R2,80 Straight,Bakery,3.3037500000000004,39.645,1.1
2020-12-11,R2,80 Straight,Bakery,3.081666666666667,36.980000000000004,1.1
2020-12-12,R2,80 Straight,Bakery,2.4783333333333335,29.740000000000002,1.1
2020-12-13,R2,80 Straight,Bakery,3.3708333333333336,40.45,1.1
2020-12-14,R2,80 Straight,Bakery,3.057916666666667,36.695,1.1
2020-12-15,R2,80 Straight,Bakery,3.1054166666666667,37.265,1.1
2020-12-16,R2,80 Straight,Bakery,3.35875,40.305,1.1
2020-12-17,R2,80 Straight,Bakery,3.0866666666666664,37.04,1.1
2020-12-18,R2,80 Straight,Bakery,3.1154166666666665,37.385,1.1
2020-12-19,R2,80 Straight,Bakery,2.8175000000000003,33.81,1.1
2020-12-20,R2,80 Straight,Bakery,3.61125,43.335,1.1
2020-12-21,R2,80 Straight,Bakery,3.4604166666666667,41.525,1.1
2020-12-22,R2,80 Straight,Bakery,3.3570833333333336,40.285000000000004,1.1
2020-12-23,R2,80 Straight,Bakery,3.111666666666667,37.34,1.1
2020-12-24,R2,80 Straight,Bakery,3.6833333333333336,44.2,1.1
2020-12-25,R2,80 Straight,Bakery,2.89625,34.755,1.1
2020-12-26,R2,80 Straight,Bakery,2.984583333333333,35.815,1.1
2020-12-27,R2,80 Straight,Bakery,3.672916666666667,44.075,1.1
2020-12-28,R2,80 Straight,Bakery,3.497916666666667,41.975,1.1
2020-12-29,R2,80 Straight,Bakery,3.7245833333333334,44.695,1.1
2020-12-30,R2,80 Straight,Bakery,3.5112500000000004,42.135000000000005,1.1
2020-12-31,R2,80 Straight,Bakery,3.5733333333333337,42.88,1.1
2021-01-01,R2,80 Straight,Bakery,3.2475,38.97,1.1
2021-01-02,R2,80 Straight,Bakery,3.3495833333333334,40.195,1.1
2021-01-03,R2,80 Straight,Bakery,3.3249999999999997,39.9,1.1
2021-01-04,R2,80 Straight,Bakery,3.577916666666667,42.935,1.1
2021-01-05,R2,80 Straight,Bakery,3.6308333333333334,43.57,1.1
2021-01-06,R2,80 Straight,Bakery,3.3049999999999997,39.66,1.1
2021-01-07,R2,80 Straight,Bakery,3.5195833333333333,42.235,1.1
